Date,PG,^GSPC,^DJI
2007-05-11,45.214283,1505.849976,13326.219727
2007-05-14,45.265621,1503.150024,13346.780273
2007-05-15,45.522293,1501.189941,13383.839844
2007-05-16,46.439064,1514.140015,13487.530273
2007-05-17,46.475731,1512.75,13476.719727
2007-05-18,46.556404,1522.75,13556.530273
2007-05-21,46.402382,1525.099976,13542.879883
2007-05-22,46.20438,1524.119995,13539.950195
2007-05-23,46.277699,1522.280029,13525.650391
2007-05-24,46.109016,1507.51001,13441.129883
2007-05-25,46.175026,1515.72998,13507.280273
2007-05-29,46.68108,1518.109985,13521.339844
2007-05-30,46.827759,1530.22998,13633.080078
2007-05-31,46.607746,1530.619995,13627.639648
2007-06-01,46.556404,1536.339966,13668.110352
2007-06-04,46.343723,1539.180054,13676.320313
2007-06-05,46.541737,1530.949951,13595.459961
2007-06-06,46.343723,1517.380005,13465.669922
2007-06-07,45.705669,1490.719971,13266.730469
2007-06-08,46.255707,1507.670044,13424.389648
2007-06-11,46.241039,1509.119995,13424.959961
2007-06-12,45.58831,1493.0,13295.009766
2007-06-13,45.742325,1515.670044,13482.349609
2007-06-14,45.778996,1522.969971,13553.730469
2007-06-15,45.889008,1532.910034,13639.480469
2007-06-18,45.302288,1531.050049,13612.980469
2007-06-19,45.338951,1533.699951,13635.419922
2007-06-20,45.426964,1512.839966,13489.419922
2007-06-21,45.382965,1522.189941,13545.839844
2007-06-22,44.75956,1502.560059,13360.259766
2007-06-25,44.796238,1497.73999,13352.049805
2007-06-26,44.876911,1492.890015,13337.660156
2007-06-27,45.052917,1506.339966,13427.730469
2007-06-28,45.001591,1505.709961,13422.280273
2007-06-29,44.876911,1503.349976,13408.620117
2007-07-02,45.280281,1519.430054,13535.429688
2007-07-03,45.316952,1524.869995,13577.299805
2007-07-05,45.228935,1525.400024,13565.839844
2007-07-06,45.0896,1530.439941,13611.679688
2007-07-09,45.118927,1531.849976,13649.969727
2007-07-10,44.75956,1510.119995,13501.700195
2007-07-11,45.148273,1518.76001,13577.870117
2007-07-12,46.153023,1547.699951,13861.730469
2007-07-13,45.955013,1552.5,13907.25
2007-07-16,46.314377,1549.52002,13950.980469
2007-07-17,45.969681,1549.369995,13971.549805
2007-07-18,46.161442,1546.170044,13918.219727
2007-07-19,46.308945,1553.079956,14000.410156
2007-07-20,45.836926,1534.099976,13851.080078
2007-07-23,46.714584,1541.569946,13943.419922
2007-07-24,46.434322,1511.040039,13716.950195
2007-07-25,46.44907,1518.089966,13785.070313
2007-07-26,46.139305,1482.660034,13473.570313
2007-07-27,46.331062,1458.949951,13265.469727
2007-07-30,46.662956,1473.910034,13358.30957
2007-07-31,45.623051,1455.27002,13211.990234
2007-08-01,46.581825,1465.810059,13362.370117
2007-08-02,46.685078,1472.199951,13463.330078
2007-08-03,46.37532,1433.060059,13181.910156
2007-08-06,47.938869,1467.670044,13468.780273
2007-08-07,48.108501,1476.709961,13504.299805
2007-08-08,48.056866,1497.48999,13657.860352
2007-08-09,47.916737,1453.089966,13270.679688
2007-08-10,48.226494,1453.640015,13239.540039
2007-08-13,47.407845,1452.920044,13236.530273
2007-08-14,46.994846,1426.540039,13028.919922
2007-08-15,46.817837,1406.699951,12861.469727
2007-08-16,47.223465,1411.27002,12845.780273
2007-08-17,48.196995,1445.939941,13079.080078
2007-08-20,47.946251,1445.550049,13121.349609
2007-08-21,47.5406,1447.119995,13090.860352
2007-08-22,47.747101,1464.069946,13236.129883
2007-08-23,47.968369,1462.5,13235.879883
2007-08-24,48.624752,1479.369995,13378.870117
2007-08-27,48.108501,1466.790039,13322.129883
2007-08-28,47.717602,1432.359985,13041.849609
2007-08-29,48.02737,1463.76001,13289.290039
2007-08-30,47.946251,1457.640015,13238.730469
2007-08-31,48.1675,1473.98999,13357.740234
2007-09-04,48.270737,1489.420044,13448.860352
2007-09-05,48.278122,1472.290039,13305.469727
2007-09-06,48.757492,1478.550049,13363.349609
2007-09-07,48.285511,1453.550049,13113.379883
2007-09-10,48.602646,1451.699951,13127.849609
2007-09-11,49.406528,1471.48999,13308.389648
2007-09-12,49.642525,1471.560059,13291.650391
2007-09-13,49.753166,1483.949951,13424.879883
2007-09-14,50.011288,1484.25,13442.519531
2007-09-17,50.114548,1476.650024,13403.419922
2007-09-18,50.652939,1519.780029,13739.389648
2007-09-19,50.734081,1529.030029,13815.55957
2007-09-20,50.874195,1518.75,13766.700195
2007-09-21,51.176575,1525.75,13820.19043
2007-09-24,51.478951,1517.72998,13759.05957
2007-09-25,51.515839,1517.209961,13778.650391
2007-09-26,52.00259,1525.420044,13878.150391
2007-09-27,51.700218,1531.380005,13912.94043
2007-09-28,51.877213,1526.75,13895.629883
2007-10-01,52.297611,1547.040039,14087.549805
2007-10-02,52.164856,1546.630005,14047.30957
2007-10-03,51.928848,1539.589966,13968.049805
2007-10-04,52.238617,1542.839966,13974.30957
2007-10-05,52.238617,1557.589966,14066.009766
2007-10-08,52.150105,1552.579956,14043.730469
2007-10-09,52.422981,1565.150024,14164.530273
2007-10-10,52.659004,1562.469971,14078.69043
2007-10-11,52.931873,1554.410034,14015.120117
2007-10-12,52.880253,1561.800049,14093.080078
2007-10-15,52.363995,1548.709961,13984.799805
2007-10-16,52.231236,1538.530029,13912.94043
2007-10-17,52.320168,1541.23999,13892.540039
2007-10-18,52.549953,1540.079956,13888.959961
2007-10-19,52.475834,1500.630005,13522.019531
2007-10-22,52.66853,1506.329956,13566.969727
2007-10-23,52.81678,1519.589966,13676.230469
2007-10-24,52.905704,1515.880005,13675.25
2007-10-25,52.883469,1514.400024,13671.919922
2007-10-26,53.179939,1535.280029,13806.700195
2007-10-29,53.239243,1540.97998,13870.259766
2007-10-30,51.104633,1531.02002,13792.469727
2007-10-31,51.527111,1549.380005,13930.009766
2007-11-01,50.837807,1508.439941,13567.870117
2007-11-02,51.549351,1509.650024,13595.099609
2007-11-05,52.016304,1502.170044,13543.400391
2007-11-06,52.231236,1520.27002,13660.94043
2007-11-07,51.452984,1475.619995,13300.019531
2007-11-08,52.505474,1474.77002,13266.290039
2007-11-09,52.194176,1453.699951,13042.740234
2007-11-12,52.453594,1439.180054,12987.549805
2007-11-13,53.046535,1481.050049,13307.089844
2007-11-14,53.024303,1470.579956,13231.009766
2007-11-15,53.239243,1451.150024,13110.049805
2007-11-16,54.247257,1458.73999,13176.790039
2007-11-19,53.973034,1433.27002,12958.44043
2007-11-20,54.262085,1439.699951,13010.139648
2007-11-21,53.557961,1416.77002,12799.040039
2007-11-23,54.002682,1440.699951,12980.879883
2007-11-26,53.506069,1407.219971,12743.44043
2007-11-27,54.202782,1428.22998,12958.44043
2007-11-28,54.780914,1469.02002,13289.450195
2007-11-29,54.958794,1469.719971,13311.730469
2007-11-30,54.847618,1481.140015,13371.719727
2007-12-03,54.49184,1472.420044,13314.570313
2007-12-04,54.321388,1462.790039,13248.730469
2007-12-05,54.706783,1485.01001,13444.959961
2007-12-06,54.981026,1507.339966,13619.889648
2007-12-07,54.936565,1504.660034,13625.580078
2007-12-10,55.09222,1515.959961,13727.030273
2007-12-11,54.729004,1477.650024,13432.769531
2007-12-12,55.344208,1486.589966,13473.900391
2007-12-13,55.144096,1488.410034,13517.959961
2007-12-14,54.773491,1467.949951,13339.849609
2007-12-17,54.284321,1445.900024,13167.200195
2007-12-18,53.987843,1454.97998,13232.469727
2007-12-19,54.091621,1453.0,13207.269531
2007-12-20,54.247257,1460.119995,13245.639648
2007-12-21,54.906914,1484.459961,13450.650391
2007-12-24,54.803139,1496.449951,13550.040039
2007-12-26,54.877262,1497.660034,13551.69043
2007-12-27,54.766079,1476.27002,13359.610352
2007-12-28,55.032906,1478.48999,13365.870117
2007-12-31,54.417721,1468.359985,13264.820313
2008-01-02,53.595009,1447.160034,13043.959961
2008-01-03,53.595009,1447.160034,13056.719727
2008-01-04,53.380077,1411.630005,12800.179688
2008-01-07,53.728439,1416.180054,12827.490234
2008-01-08,53.869247,1390.189941,12589.070313
2008-01-09,53.765488,1409.130005,12735.30957
2008-01-10,53.721012,1420.329956,12853.089844
2008-01-11,52.016304,1401.02002,12606.299805
2008-01-14,52.097839,1416.25,12778.150391
2008-01-15,51.660522,1380.949951,12501.110352
2008-01-16,51.280605,1373.199951,12466.160156
2008-01-17,50.707016,1333.25,12159.209961
2008-01-18,50.021698,1325.189941,12099.299805
2008-01-22,48.516937,1310.5,11971.19043
2008-01-23,49.343811,1338.599976,12270.169922
2008-01-24,49.276779,1352.069946,12378.610352
2008-01-25,48.651028,1330.609985,12207.169922
2008-01-28,48.63612,1353.959961,12383.889648
2008-01-29,48.181736,1362.300049,12480.299805
2008-01-30,48.487137,1355.810059,12442.830078
2008-01-31,48.732979,1378.550049,12650.360352
2008-02-01,49.202293,1395.420044,12743.19043
2008-02-04,49.276779,1380.819946,12635.160156
2008-02-05,48.449909,1336.640015,12265.129883
2008-02-06,48.651028,1326.449951,12200.099609
2008-02-07,48.993702,1336.910034,12247.0
2008-02-08,48.435005,1331.290039,12182.129883
2008-02-11,49.165024,1339.130005,12240.009766
2008-02-12,50.029156,1348.859985,12373.410156
2008-02-13,49.909946,1367.209961,12552.240234
2008-02-14,49.634335,1348.859985,12376.980469
2008-02-15,49.3885,1349.98999,12348.209961
2008-02-19,49.395954,1348.780029,12337.219727
2008-02-20,49.291664,1360.030029,12427.259766
2008-02-21,49.135227,1342.530029,12284.299805
2008-02-22,49.321457,1353.109985,12381.019531
2008-02-25,49.67157,1371.800049,12570.219727
2008-02-26,50.416496,1381.290039,12684.919922
2008-02-27,50.066395,1380.02002,12694.280273
2008-02-28,49.887604,1367.680054,12582.179688
2008-02-29,49.299114,1330.630005,12266.389648
2008-03-03,49.425755,1331.339966,12258.900391
2008-03-04,49.202293,1326.75,12213.799805
2008-03-05,49.68647,1333.699951,12254.990234
2008-03-06,49.54493,1304.339966,12040.389648
2008-03-07,49.016048,1293.369995,11893.69043
2008-03-10,48.986248,1273.369995,11740.150391
2008-03-11,49.656677,1320.650024,12156.80957
2008-03-12,49.939751,1308.77002,12110.240234
2008-03-13,50.178131,1315.47998,12145.740234
2008-03-14,49.716278,1288.140015,11951.089844
2008-03-17,49.947193,1276.599976,11972.25
2008-03-18,51.057137,1330.73999,12392.660156
2008-03-19,50.513325,1298.420044,12099.660156
2008-03-20,51.675415,1329.51001,12361.320313
2008-03-24,52.122375,1349.880005,12548.639648
2008-03-25,51.802059,1352.98999,12532.599609
2008-03-26,51.876549,1341.130005,12422.860352
2008-03-27,51.705227,1325.76001,12302.459961
2008-03-28,51.72757,1315.219971,12216.400391
2008-03-31,52.196869,1322.699951,12262.889648
2008-04-01,52.993938,1370.180054,12654.360352
2008-04-02,52.502277,1367.530029,12608.919922
2008-04-03,52.49485,1369.310059,12626.030273
2008-04-04,52.591679,1370.400024,12609.419922
2008-04-07,52.524643,1372.540039,12612.429688
2008-04-08,52.628918,1365.540039,12576.44043
2008-04-09,52.301155,1354.48999,12527.259766
2008-04-10,52.278824,1360.550049,12581.980469
2008-04-11,52.144726,1332.829956,12325.419922
2008-04-14,52.234119,1328.319946,12302.05957
2008-04-15,52.316051,1334.430054,12362.469727
2008-04-16,51.896511,1364.709961,12619.269531
2008-04-17,50.615387,1365.560059,12620.490234
2008-04-18,50.323208,1390.329956,12849.360352
2008-04-21,50.795193,1388.170044,12825.019531
2008-04-22,50.547958,1375.939941,12720.230469
2008-04-23,50.323208,1379.930054,12763.219727
2008-04-24,50.068478,1388.819946,12848.950195
2008-04-25,49.858727,1397.839966,12891.860352
2008-04-28,49.603981,1396.369995,12871.75
2008-04-29,49.371735,1390.939941,12831.94043
2008-04-30,50.233315,1385.589966,12820.129883
2008-05-01,50.218327,1409.339966,13010.0
2008-05-02,50.046005,1413.900024,13058.200195
2008-05-05,49.93364,1407.48999,12969.540039
2008-05-06,49.93364,1418.26001,13020.830078
2008-05-07,49.296822,1392.569946,12814.349609
2008-05-08,49.386719,1397.680054,12866.780273
2008-05-09,48.85479,1388.280029,12745.879883
2008-05-12,48.959679,1403.579956,12876.30957
2008-05-13,49.244381,1403.040039,12832.179688
2008-05-14,49.072052,1408.660034,12898.379883
2008-05-15,49.71637,1423.569946,12992.660156
2008-05-16,50.008545,1425.349976,12986.799805
2008-05-19,50.090954,1426.630005,13028.160156
2008-05-20,49.341763,1413.400024,12828.679688
2008-05-21,48.824814,1390.709961,12601.19043
2008-05-22,49.161972,1394.349976,12625.620117
2008-05-23,48.899746,1375.930054,12479.629883
2008-05-27,48.749908,1385.349976,12548.349609
2008-05-28,48.600063,1390.839966,12594.030273
2008-05-29,49.049591,1398.26001,12646.219727
2008-05-30,49.484112,1400.380005,12638.320313
2008-06-02,48.967175,1385.670044,12503.820313
2008-06-03,49.004616,1377.650024,12402.849609
2008-06-04,49.783783,1377.199951,12390.480469
2008-06-05,49.948616,1404.050049,12604.450195
2008-06-06,48.97467,1360.680054,12209.80957
2008-06-09,49.499104,1361.76001,12280.320313
2008-06-10,49.941116,1358.439941,12289.759766
2008-06-11,49.596489,1335.48999,12083.769531
2008-06-12,49.791279,1339.869995,12141.580078
2008-06-13,49.783783,1360.030029,12307.349609
2008-06-16,49.371735,1360.140015,12269.080078
2008-06-17,49.296822,1350.930054,12160.299805
2008-06-18,48.69746,1337.810059,12029.05957
2008-06-19,48.622536,1342.829956,12063.089844
2008-06-20,47.318951,1317.930054,11842.69043
2008-06-23,47.146629,1318.0,11842.360352
2008-06-24,47.094189,1314.290039,11807.429688
2008-06-25,47.566181,1321.969971,11811.830078
2008-06-26,46.637184,1283.150024,11453.419922
2008-06-27,45.318611,1278.380005,11346.509766
2008-06-30,45.558361,1280.0,11350.009766
2008-07-01,46.434895,1284.910034,11382.259766
2008-07-02,46.966835,1261.52002,11215.509766
2008-07-03,47.701019,1262.900024,11288.540039
2008-07-07,47.13166,1252.310059,11231.959961
2008-07-08,47.693554,1273.699951,11384.209961
2008-07-09,47.798435,1244.689941,11147.44043
2008-07-10,48.113098,1253.390015,11229.019531
2008-07-11,47.536224,1239.48999,11100.540039
2008-07-14,47.895832,1228.300049,11055.19043
2008-07-15,48.210491,1214.910034,10962.540039
2008-07-16,48.165249,1245.359985,11239.280273
2008-07-17,48.165249,1260.319946,11446.660156
2008-07-18,47.999405,1260.680054,11496.570313
2008-07-21,47.976791,1260.0,11467.339844
2008-07-22,48.323566,1277.0,11602.5
2008-07-23,48.775898,1282.189941,11632.379883
2008-07-24,48.632656,1252.540039,11349.280273
2008-07-25,48.594967,1257.76001,11370.69043
2008-07-28,48.120026,1234.369995,11131.080078
2008-07-29,49.409161,1263.199951,11397.55957
2008-07-30,50.185654,1284.26001,11583.69043
2008-07-31,49.363926,1267.380005,11378.019531
2008-08-01,48.964371,1260.310059,11326.320313
2008-08-04,49.620243,1249.01001,11284.150391
2008-08-05,51.241066,1284.880005,11615.769531
2008-08-06,51.090298,1289.189941,11656.070313
2008-08-07,50.87167,1266.069946,11431.429688
2008-08-08,52.492504,1296.319946,11734.320313
2008-08-11,52.34174,1305.319946,11782.349609
2008-08-12,53.027748,1289.589966,11642.469727
2008-08-13,52.469883,1285.829956,11532.959961
2008-08-14,52.552814,1292.930054,11615.929688
2008-08-15,53.977654,1298.199951,11659.900391
2008-08-18,53.728855,1278.599976,11479.389648
2008-08-19,53.31424,1266.689941,11348.549805
2008-08-20,52.997604,1274.540039,11417.429688
2008-08-21,52.69606,1277.719971,11430.209961
2008-08-22,53.985188,1292.199951,11628.05957
2008-08-25,52.86945,1266.839966,11386.25
2008-08-26,52.650806,1271.51001,11412.870117
2008-08-27,52.816689,1281.660034,11502.509766
2008-08-28,53.53286,1300.680054,11715.179688
2008-08-29,52.598057,1282.829956,11543.959961
2008-09-02,53.125774,1277.579956,11516.919922
2008-09-03,53.841938,1274.97998,11532.879883
2008-09-04,53.103157,1236.829956,11188.230469
2008-09-05,53.359463,1242.310059,11220.959961
2008-09-08,54.558128,1267.790039,11510.740234
2008-09-09,54.19627,1224.51001,11230.730469
2008-09-10,54.573219,1232.040039,11268.919922
2008-09-11,55.093403,1249.050049,11433.709961
2008-09-12,55.146168,1251.699951,11421.990234
2008-09-15,54.384747,1192.699951,10917.509766
2008-09-16,54.279198,1213.599976,11059.019531
2008-09-17,53.48008,1156.390015,10609.660156
2008-09-18,53.759026,1206.51001,11019.69043
2008-09-19,53.042831,1255.079956,11388.44043
2008-09-22,51.293846,1207.089966,11015.69043
2008-09-23,50.720898,1188.219971,10854.169922
2008-09-24,51.821564,1185.869995,10825.169922
2008-09-25,51.648163,1209.180054,11022.05957
2008-09-26,51.896946,1213.27002,11143.129883
2008-09-29,50.321342,1106.420044,10365.450195
2008-09-30,52.537746,1166.359985,10850.660156
2008-10-01,53.728855,1161.060059,10831.070313
2008-10-02,53.85704,1114.280029,10482.849609
2008-10-03,53.54039,1099.22998,10325.379883
2008-10-06,51.700932,1056.890015,9955.5
2008-10-07,49.944405,996.22998,9447.110352
2008-10-08,49.831322,984.940002,9258.099609
2008-10-09,45.89608,909.919983,8579.19043
2008-10-10,44.90097,899.219971,8451.19043
2008-10-13,47.712929,1003.349976,9387.610352
2008-10-14,48.323566,998.01001,9310.990234
2008-10-15,45.09697,907.840027,8577.910156
2008-10-16,46.567028,946.429993,8979.259766
2008-10-17,46.544426,940.549988,8852.219727
2008-10-20,48.18034,985.400024,9265.429688
2008-10-21,47.464146,955.049988,9033.660156
2008-10-22,44.581093,896.780029,8519.209961
2008-10-23,45.954346,908.109985,8691.25
2008-10-24,44.664555,876.77002,8378.950195
2008-10-27,43.526508,848.919983,8175.77002
2008-10-28,47.972477,940.51001,9065.120117
2008-10-29,46.272995,930.090027,8990.959961
2008-10-30,47.858662,954.090027,9180.69043
2008-10-31,48.96637,968.75,9325.009766
2008-11-03,48.860161,966.299988,9319.830078
2008-11-04,50.127182,1005.75,9625.280273
2008-11-05,48.412518,952.77002,9139.269531
2008-11-06,48.063515,904.880005,8695.790039
2008-11-07,48.928432,930.98999,8943.80957
2008-11-10,49.277435,919.210022,8870.540039
2008-11-11,48.420101,898.950012,8693.959961
2008-11-12,46.925488,852.299988,8282.660156
2008-11-13,49.353306,911.289978,8835.25
2008-11-14,47.881424,873.289978,8497.30957
2008-11-17,47.426208,850.75,8273.580078
2008-11-18,48.746346,859.119995,8424.75
2008-11-19,47.244129,806.580017,7997.279785
2008-11-20,45.013561,752.440002,7552.290039
2008-11-21,47.866261,800.030029,8046.419922
2008-11-24,49.07259,851.809998,8443.389648
2008-11-25,47.934536,857.390015,8479.469727
2008-11-26,47.919369,887.679993,8726.610352
2008-11-28,48.82222,896.23999,8829.040039
2008-12-01,45.89365,816.210022,8149.089844
2008-12-02,46.61441,848.809998,8419.089844
2008-12-03,47.706932,870.73999,8591.69043
2008-12-04,46.470249,845.219971,8376.240234
2008-12-05,47.517258,876.070007,8635.419922
2008-12-08,47.411041,909.700012,8934.179688
2008-12-09,45.36256,888.669983,8691.330078
2008-12-10,44.854233,899.23999,8761.419922
2008-12-11,44.444538,873.590027,8565.089844
2008-12-12,44.717667,879.72998,8629.679688
2008-12-15,45.036327,868.570007,8564.530273
2008-12-16,46.750977,913.179993,8924.139648
2008-12-17,46.052967,904.419983,8824.339844
2008-12-18,45.757084,885.280029,8604.990234
2008-12-19,45.658451,887.880005,8579.110352
2008-12-22,45.870876,871.630005,8519.69043
2008-12-23,45.392902,863.159973,8419.490234
2008-12-24,45.817776,868.150024,8468.480469
2008-12-26,45.923996,872.799988,8515.549805
2008-12-29,45.67363,869.419983,8483.929688
2008-12-30,46.37162,890.640015,8668.389648
2008-12-31,46.902714,903.25,8776.389648
2009-01-02,47.646248,931.799988,9034.69043
2009-01-05,47.304821,927.450012,8952.889648
2009-01-06,47.168251,934.700012,9015.099609
2009-01-07,46.341282,906.650024,8769.700195
2009-01-08,45.832951,909.72998,8742.459961
2009-01-09,45.415672,890.349976,8599.179688
2009-01-12,45.476357,870.26001,8473.969727
2009-01-13,45.119766,871.789978,8448.55957
2009-01-14,43.898258,842.619995,8200.139648
2009-01-15,43.594788,843.73999,8212.490234
2009-01-16,43.799644,850.119995,8281.219727
2009-01-20,43.572029,805.219971,7949.089844
2009-01-21,43.984596,840.23999,8228.099609
2009-01-22,43.518555,827.5,8122.799805
2009-01-23,42.785088,831.950012,8077.560059
2009-01-26,43.067776,836.570007,8116.029785
2009-01-27,43.319893,845.710022,8174.72998
2009-01-28,44.450657,874.090027,8375.450195
2009-01-29,44.481216,845.140015,8149.009766
2009-01-30,41.639061,825.880005,8000.859863
2009-02-02,40.531239,825.440002,7936.75
2009-02-03,41.188286,838.51001,8078.359863
2009-02-04,40.126305,832.22998,7956.660156
2009-02-05,40.737503,845.849976,8063.069824
2009-02-06,41.257034,868.599976,8280.589844
2009-02-09,40.447189,869.890015,8270.870117
2009-02-10,39.308788,827.159973,7888.879883
2009-02-11,39.087231,833.73999,7939.529785
2009-02-12,39.178917,835.190002,7932.759766
2009-02-13,39.033752,826.840027,7850.410156
2009-02-17,38.285007,789.169983,7552.600098
2009-02-18,38.926788,788.419983,7555.629883
2009-02-19,39.06432,778.940002,7465.950195
2009-02-20,38.391975,770.049988,7365.669922
2009-02-23,37.360554,743.330017,7114.779785
2009-02-24,38.025246,773.140015,7350.939941
2009-02-25,38.139843,764.900024,7270.890137
2009-02-26,37.414032,752.830017,7182.080078
2009-02-27,36.802818,735.090027,7062.930176
2009-03-02,35.809597,700.820007,6763.290039
2009-03-03,35.626228,696.330017,6726.02002
2009-03-04,36.14576,712.869995,6875.839844
2009-03-05,34.686481,682.549988,6594.439941
2009-03-06,34.923321,683.380005,6626.939941
2009-03-09,33.754387,676.530029,6547.049805
2009-03-10,34.510765,719.599976,6926.490234
2009-03-11,34.434353,721.359985,6930.399902
2009-03-12,34.976814,750.73999,7170.060059
2009-03-13,35.87072,756.549988,7223.97998
2009-03-16,36.535419,753.890015,7216.970215
2009-03-17,36.657646,778.119995,7395.700195
2009-03-18,36.688213,794.349976,7486.580078
2009-03-19,35.381741,784.039978,7400.799805
2009-03-20,34.831654,768.539978,7278.379883
2009-03-23,36.474297,822.919983,7775.859863
2009-03-24,35.962379,806.119995,7659.970215
2009-03-25,36.718765,813.880005,7749.810059
2009-03-26,37.25359,832.859985,7924.560059
2009-03-27,37.108418,815.940002,7776.180176
2009-03-30,36.122829,787.530029,7522.02002
2009-03-31,35.977665,797.869995,7608.919922
2009-04-01,36.833378,811.080017,7761.600098
2009-04-02,37.757839,834.380005,7978.080078
2009-04-03,37.918293,842.5,8017.589844
2009-04-06,37.933552,835.47998,7975.850098
2009-04-07,37.192463,815.549988,7789.560059
2009-04-08,37.032021,825.159973,7837.109863
2009-04-09,37.582115,856.559998,8083.379883
2009-04-13,36.703491,858.72998,8057.810059
2009-04-14,36.099915,841.5,7920.180176
2009-04-15,37.245937,852.059998,8029.620117
2009-04-16,38.529495,865.299988,8125.430176
2009-04-17,39.469242,869.599976,8131.330078
2009-04-20,38.758701,832.390015,7841.72998
2009-04-21,39.247673,850.080017,7969.560059
2009-04-22,38.222748,843.549988,7886.569824
2009-04-23,38.006985,851.919983,7957.060059
2009-04-24,38.1534,866.22998,8076.290039
2009-04-27,38.507877,857.51001,8025.0
2009-04-28,38.29211,855.159973,8016.950195
2009-04-29,38.854668,873.640015,8185.72998
2009-04-30,38.099457,872.809998,8168.120117
2009-05-01,38.145679,877.52002,8212.410156
2009-05-04,39.293919,907.23999,8426.740234
2009-05-05,38.369167,903.799988,8410.650391
