SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
AIAENG,EQ,2084.55,2084.55,1989.8,2053.35,2060,2052.7,115870,239198262.55,01-APR-2021,6060,INE212H01026,
AIRAN,EQ,15.6,16,15.6,15.8,15.9,15.6,36227,572293.3,01-APR-2021,187,INE645W01026,
AISL,SM,34.7,35,33.25,35,35,34.15,24000,821760,01-APR-2021,15,INE635Y01015,
AJANTPHARM,EQ,1808.2,1808.25,1725,1748.45,1765,1791.9,218010,381178779.05,01-APR-2021,15808,INE031B01049,
AJMERA,EQ,119.7,121,117.7,120.1,119.2,117.65,61676,7373048.4,01-APR-2021,1609,INE298G01027,
AJOONI,SM,30.9,31.4,30.9,31.4,31.4,30.4,31108,963903.6,01-APR-2021,5,INE820Y01013,
AKASH,EQ,220,220,200,209.85,209.65,210.35,71857,15128536.9,01-APR-2021,880,INE737W01013,
AKG,EQ,63.2,63.2,63.2,63.2,63.2,66.5,2122,134110.4,01-APR-2021,17,INE00Y801016,
AKSHARCHEM,EQ,235,251,233.75,248.65,251,232.85,31642,7784472.2,01-APR-2021,964,INE542B01011,
AKSHOPTFBR,EQ,5.45,5.85,5.3,5.85,5.85,5.35,230826,1315473.45,01-APR-2021,417,INE523B01011,
AKZOINDIA,EQ,2308.1,2378,2297.2,2371.05,2367,2296.05,17016,39969244.25,01-APR-2021,3616,INE133A01011,
ALANKIT,EQ,16.2,16.4,16.05,16.15,16.2,15.85,151034,2449665.95,01-APR-2021,760,INE914E01040,
ALBERTDAVD,EQ,378.9,391.55,378.9,389.5,389.4,376.65,5601,2165639.55,01-APR-2021,338,INE155C01010,
ALEMBICLTD,EQ,103.5,107.6,103.2,105.3,105,102.95,678641,71440710.3,01-APR-2021,6056,INE426A01027,
ALICON,EQ,434,440,428,430.8,432.85,424.25,7252,3135447.7,01-APR-2021,412,INE062D01024,
ALKALI,EQ,49.95,53.5,49.8,53.05,53.45,49.95,28735,1488804.25,01-APR-2021,438,INE773I01017,
ALKEM,EQ,2766,2794,2735.25,2775.45,2780.1,2769.8,79864,220676001.3,01-APR-2021,9200,INE540L01014,
ALKYLAMINE,EQ,5755.65,5838,5710,5758.65,5781.1,5696.7,32740,188710083.3,01-APR-2021,5995,INE150B01021,
ALLCARGO,EQ,123.65,127.35,123.65,126.75,127,123.4,251200,31751067.15,01-APR-2021,1878,INE418H01029,
ALLSEC,EQ,319.75,329,315.8,326.3,325,316.95,3639,1174685.85,01-APR-2021,220,INE835G01018,
ALMONDZ,EQ,29.5,30.15,29,29.3,29,29.8,7396,218185.65,01-APR-2021,61,INE326B01027,
ALOKINDS,EQ,20.4,21.25,20.25,20.85,20.8,20.15,9236598,192027888.7,01-APR-2021,9164,INE270A01029,
ALPA,EQ,37.4,37.4,36.2,36.9,36.85,36,23016,846103,01-APR-2021,386,INE385I01010,
ALPHAGEO,EQ,178.8,182.9,178,179.35,179.3,177.55,11392,2047904.3,01-APR-2021,400,INE137C01018,
ALPSINDUS,BE,1.7,1.7,1.7,1.7,1.7,1.75,10189,17321.3,01-APR-2021,12,INE093B01015,
AMARAJABAT,EQ,858.95,865.95,855.1,860.5,863,853.8,400848,344863903.55,01-APR-2021,10958,INE885A01032,
AMBER,EQ,3319,3389.4,3227,3247.55,3250,3315.85,95334,315109714.45,01-APR-2021,20314,INE371P01015,
AMBIKCO,EQ,900.05,935,900.05,911.1,915,890.5,9062,8224173.35,01-APR-2021,924,INE540G01014,
AMBUJACEM,EQ,311.85,313.45,307.25,311,310.7,308.85,4689185,1455739007,01-APR-2021,70721,INE079A01024,
AMDIND,BE,17.5,17.95,16.95,17.5,17.5,17.5,6308,109668.8,01-APR-2021,32,INE005I01014,
AMJLAND,EQ,21.9,23.1,21.9,22.4,22.5,22.05,7112,160291.7,01-APR-2021,74,INE606A01024,
AMRUTANJAN,EQ,570.5,584,570,575.7,574.7,567.65,56397,32460069.55,01-APR-2021,2976,INE098F01031,
ANANTRAJ,EQ,55.4,57.05,54.5,55.95,56,54.35,1061775,59634863.6,01-APR-2021,2850,INE242C01024,
ANDHRACEMT,EQ,5.5,5.65,5.35,5.6,5.65,5.4,218671,1213459.5,01-APR-2021,428,INE666E01012,
ANDHRAPAP,EQ,220,225,220,224.4,225,219.05,14004,3119651.3,01-APR-2021,553,INE435A01028,
ANDHRSUGAR,EQ,294.85,305,292.55,304.05,303.05,290.85,34566,10371590.2,01-APR-2021,1623,INE715B01013,
ANGELBRKG,EQ,291.3,301.5,291.3,294.55,294.15,291.2,192526,57351239.7,01-APR-2021,2910,INE732I01013,
ANIKINDS,EQ,14.7,15,14.15,15,15,14.3,33762,491076.15,01-APR-2021,140,INE087B01017,
ANKITMETAL,EQ,1.05,1.05,1,1.05,1.05,1,43788,45975.35,01-APR-2021,67,INE106I01010,
ANSALAPI,EQ,6.1,6.15,5.95,6.15,6.15,5.9,746850,4592476.25,01-APR-2021,87,INE436A01026,
ANSALHSG,EQ,5.35,5.45,5.35,5.45,5.45,5.2,39676,215759.2,01-APR-2021,40,INE880B01015,
ANUP,EQ,585,609,573,583.65,589,570.25,32645,19157279.45,01-APR-2021,2155,INE294Z01018,
ANURAS,EQ,495.1,519.8,492.85,516.95,516.9,489.15,695372,354645702.9,01-APR-2021,31482,INE930P01018,
APARINDS,EQ,480,489.3,478,483.15,482.9,475.3,71352,34613232.05,01-APR-2021,3112,INE372A01015,
APCL,EQ,212.25,215.95,212.25,214.85,215,211.8,20797,4458183.9,01-APR-2021,490,INE071F01012,
APCOTEXIND,EQ,181,185,180.2,183.8,182.35,179.65,97460,17844905,01-APR-2021,2277,INE116A01032,
APEX,EQ,209.15,226.9,209.15,220.2,219.35,207.4,278824,61430043.4,01-APR-2021,7523,INE346W01013,
APLAPOLLO,EQ,1423,1440,1296.9,1326.75,1326,1400.85,291705,390483855.65,01-APR-2021,17739,INE702C01027,
APLLTD,EQ,964.9,990,960.05,987.15,981,964.95,397081,388128247.25,01-APR-2021,11431,INE901L01018,
APOLLO,EQ,92.3,99.85,92.3,98.95,99,91.5,145294,14007772.95,01-APR-2021,2922,INE713T01010,
APOLLOHOSP,EQ,2886.35,2913.95,2843.4,2894.05,2894,2902.65,842489,2421725415.9,01-APR-2021,73392,INE437A01024,
APOLLOPIPE,EQ,1000,1035.95,1000,1019.55,1017.85,988.4,182216,185053472,01-APR-2021,12845,INE126J01016,
APOLLOTYRE,EQ,226.25,236.9,224.05,236.05,236.45,223.7,6079701,1405742620.1,01-APR-2021,36407,INE438A01022,
APOLSINHOT,EQ,562.95,568.4,551.25,566,566,567.5,1365,771685.15,01-APR-2021,63,INE451F01024,
APTECHT,EQ,186.95,223.6,186.95,222.95,223.6,186.35,3376946,724050387.2,01-APR-2021,35640,INE266F01018,
ARCHIDPLY,BE,28.3,30.9,28.25,30.9,30.9,29.45,8950,272826.9,01-APR-2021,71,INE877I01016,
ARCHIES,EQ,10.2,10.75,10,10.65,10.5,10.1,34379,357921.05,01-APR-2021,139,INE731A01020,
ARENTERP,EQ,10.9,11.35,10.65,10.75,10.75,11.05,498,5352.95,01-APR-2021,14,INE610C01014,
ARIES,EQ,78.35,84,77.2,82.95,83.45,76.85,79216,6409983.75,01-APR-2021,946,INE298I01015,
ARIHANT,EQ,17.9,17.9,16.4,17.5,17.65,17.2,1722,29621.4,01-APR-2021,36,INE413D01011,
ARIHANTSUP,EQ,37.25,37.3,35.5,35.95,35.5,35.5,25013,907431.5,01-APR-2021,86,INE643K01018,
ARMANFIN,EQ,609.65,611,583.85,609.55,610.95,609.65,15295,9208807.45,01-APR-2021,813,INE109C01017,
AROGRANITE,EQ,40.85,42.9,40.85,41.85,41.85,41.05,14601,614198.7,01-APR-2021,219,INE210C01013,
ARROWGREEN,BE,64.4,70.8,64.25,70.65,70,67.45,8158,569645.25,01-APR-2021,61,INE570D01018,
ARSHIYA,BE,34.05,34.65,33.5,34.25,34,33.55,5826,198072.95,01-APR-2021,67,INE968D01022,
ARSSINFRA,EQ,19.35,20.7,19,20.4,20.7,18.85,25613,508807.05,01-APR-2021,136,INE267I01010,
ARTEMISMED,EQ,218.4,222.9,215.05,216.9,220,220.45,8953,1950545.15,01-APR-2021,92,INE025R01013,
ARVEE,EQ,58.15,58.15,58.15,58.15,58.15,55.4,50,2907.5,01-APR-2021,1,INE006Z01016,
ARVIND,EQ,66,69.4,66,69.1,69.05,65.85,947908,64674580.6,01-APR-2021,6612,INE034A01011,
ARVINDFASN,EQ,139.6,146,139.6,144.75,144.8,138.95,189163,27206023.95,01-APR-2021,2834,INE955V01021,
ARVSMART,EQ,96.1,99.9,96,98.85,99,96.9,78317,7738127.9,01-APR-2021,976,INE034S01021,
ASAHIINDIA,EQ,305.35,311.15,302.3,307.05,306.85,309.75,78211,23970947.55,01-APR-2021,3307,INE439A01020,
ASAHISONG,EQ,317.05,327,309.75,323.6,327,317.05,10080,3250955.5,01-APR-2021,439,INE228I01012,
ASAL,BE,33,34.5,33,34.3,34.3,33.4,5340,183674.95,01-APR-2021,25,INE900C01027,
ASALCBR,EQ,422,449.5,420,441.1,439,420.7,82531,35636416.45,01-APR-2021,3499,INE073G01016,
ASHAPURMIN,EQ,103,108.7,102.5,106.5,107.2,104.5,164332,17360224.85,01-APR-2021,2084,INE348A01023,
ASHIANA,EQ,134,135.9,126,128.4,129.8,131.6,63991,8258747.95,01-APR-2021,1669,INE365D01021,
ASHIMASYN,EQ,15.9,16.5,15.55,16.1,16.3,15.75,178561,2918577.9,01-APR-2021,334,INE440A01010,
ASHOKA,EQ,102.3,103.95,100,100.6,100.75,101.9,705285,71672705.65,01-APR-2021,6241,INE442H01029,
ASHOKLEY,EQ,115.25,118.75,113.5,118.15,117.8,113.5,21938734,2545880072.15,01-APR-2021,81294,INE208A01029,
ASIANHOTNR,EQ,58.3,63.3,58.3,62.8,62.55,59.6,1246,77726.7,01-APR-2021,55,INE363A01022,
ASIANPAINT,EQ,2532,2564.55,2532,2551.75,2545,2537.4,1219588,3109711122,01-APR-2021,54928,INE021A01026,
ASIANTILES,EQ,145.7,158.5,145.7,158.5,158.5,144.1,1248775,194096040.55,01-APR-2021,11785,INE022I01019,
ASPINWALL,EQ,199.9,199.9,186,191.8,192.9,190.8,1551,299737.75,01-APR-2021,68,INE991I01015,
ASTEC,EQ,1015,1038.8,1003.85,1019.65,1024.8,1003.8,19623,20034658.2,01-APR-2021,2288,INE563J01010,
ASTERDM,EQ,138,139.6,136.2,138.55,139,137.45,183317,25191521,01-APR-2021,9577,INE914M01019,
ASTRAL,EQ,1649,1694.95,1635.05,1685.35,1680,1616.85,254543,422874090.45,01-APR-2021,21891,INE006I01046,
ASTRAMICRO,EQ,130.4,136.2,130.4,132.8,133.75,129.65,249993,33309611.5,01-APR-2021,2791,INE386C01029,
ASTRAZEN,EQ,3040,3548,3030.05,3429.85,3460,3009.3,378308,1248510005.65,01-APR-2021,40145,INE203A01020,
ASTRON,EQ,42.45,43.3,41.4,43.1,43.2,41.1,45466,1931807.95,01-APR-2021,443,INE646X01014,
ATFL,EQ,837.2,840.35,821.95,833.25,825.75,833.05,3658,3033913.65,01-APR-2021,417,INE209A01019,
ATGL,EQ,985,1087.8,964.5,1060.65,1061.25,961.25,3577352,3638845658.15,01-APR-2021,86760,INE399L01023,
ATLANTA,EQ,6.6,6.9,6.6,6.9,6.9,6.6,11006,75531,01-APR-2021,79,INE285H01022,
ATUL,EQ,7065,7457.45,7055.85,7415.35,7340,7083.05,43531,318022017.3,01-APR-2021,8218,INE100A01010,
ATULAUTO,EQ,180,182.75,178.65,180.25,179.8,178.75,58716,10607285.9,01-APR-2021,1423,INE951D01028,
AUBANK,EQ,1250,1278,1215,1267.9,1265.4,1227.85,1087053,1352984782.05,01-APR-2021,43594,INE949L01017,
AURIONPRO,EQ,138,140,131.35,133.2,133.5,137,70170,9494193.8,01-APR-2021,1827,INE132H01018,
AUROPHARMA,EQ,879,886.95,866.35,881.3,880.6,881.3,1440078,1264121452.75,01-APR-2021,30403,INE406A01037,
AUSOMENT,EQ,47.55,49,46.25,48.95,49,46.05,8789,421524.45,01-APR-2021,103,INE218C01016,
AUTOAXLES,EQ,1071,1098,1069,1096,1095.1,1057.2,5632,6103403.6,01-APR-2021,685,INE449A01011,
AUTOIND,EQ,41.7,42.65,41.7,42.65,42.65,40.65,35732,1520539.5,01-APR-2021,220,INE718H01014,
AVADHSUGAR,EQ,187,193.1,186.95,188.8,189.8,185.4,46638,8811559.15,01-APR-2021,1184,INE349W01017,
AVANTIFEED,EQ,423,430.5,417.7,418.5,419,414.45,723220,305599692.05,01-APR-2021,33544,INE871C01038,
AVTNPL,EQ,45,46.5,45,46.35,46.5,45,138918,6382136.9,01-APR-2021,1047,INE488D01021,
AWHCL,EQ,243.5,254.25,242.7,252.8,253,241.9,117368,29165339.85,01-APR-2021,5636,INE01BK01022,
AXISBANK,EQ,706.3,717,695.55,713,711.95,697.45,13090326,9248036912.1,01-APR-2021,147724,INE238A01034,
AXISBNKETF,EQ,334.55,338.47,331.95,338.02,338.32,334.55,1915,644427.3,01-APR-2021,54,INF846K01X63,
AXISCADES,EQ,40,42.9,39.95,42.7,42.9,39.8,86237,3571860.25,01-APR-2021,709,INE555B01013,
AXISGOLD,EQ,39,39.38,38.7,39.21,39.22,38.46,63380,2484509.09,01-APR-2021,650,INF846K01W80,
AXISNIFTY,EQ,154.46,155.7,153.1,154.61,155.1,153.5,5252,812968.54,01-APR-2021,120,INF846K01W98,
AXISTECETF,EQ,271,280,266.25,278.98,278.99,274.91,713,198415.25,01-APR-2021,32,INF846K01Y96,
AYMSYNTEX,EQ,48,48.75,47.1,48.75,48.75,46.45,13431,653538.5,01-APR-2021,59,INE193B01039,
BAFNAPH,BE,130.6,130.6,130.6,130.6,130.6,137.45,1673,218493.8,01-APR-2021,70,INE878I01022,
BAGFILMS,EQ,2,2.15,2,2.05,2.05,2.05,580967,1190229.7,01-APR-2021,235,INE116D01028,
BAJAJ-AUTO,EQ,3704,3764.3,3690.2,3743.05,3740,3670.6,861229,3222125595,01-APR-2021,50864,INE917I01010,
BAJAJCON,EQ,264,282,261.45,268.6,268,259.9,924294,250926029.8,01-APR-2021,22396,INE933K01021,
BAJAJELEC,EQ,985.1,999.55,976,992.5,991,976.6,49284,48716496.2,01-APR-2021,4206,INE193E01025,
BAJAJFINSV,EQ,9730,9826,9667.5,9789.5,9810,9668.6,310065,3022824421,01-APR-2021,30719,INE918I01018,
BAJAJHIND,EQ,6.3,6.55,6.25,6.4,6.4,6.2,4746815,30287021,01-APR-2021,5590,INE306A01021,
BAJAJHLDNG,EQ,3310,3380,3277.35,3338.7,3334,3293.05,24520,81325086.4,01-APR-2021,3044,INE118A01012,
BAJFINANCE,EQ,5210,5288.5,5161.95,5272.15,5255,5149.85,2148234,11199598353.45,01-APR-2021,106992,INE296A01024,
BALAJITELE,EQ,58.55,61.65,57,59,58.65,57.3,404586,23978525.6,01-APR-2021,3618,INE794B01026,
BALAMINES,EQ,1779,1820,1770.1,1787.15,1780.1,1759.3,134658,241947734.45,01-APR-2021,9305,INE050E01027,
BALAXI,EQ,550.7,550.7,527.2,550.7,550.7,524.5,1097,598984.45,01-APR-2021,127,INE618N01014,
BALKRISHNA,BE,20.75,20.75,18.85,19.3,19.3,19.8,740,14991.55,01-APR-2021,15,INE875R01011,
BALKRISIND,EQ,1701,1708.2,1655.45,1681.8,1681,1688.5,393382,659105517,01-APR-2021,14577,INE787D01026,
BALLARPUR,BZ,1.1,1.1,1.05,1.1,1.1,1.05,1129242,1241650.1,01-APR-2021,100,INE294A01037,
BALMLAWRIE,EQ,129.2,134.65,129.2,133.7,133.5,128.75,492289,65250429.75,01-APR-2021,6658,INE164A01016,
BALPHARMA,EQ,53.95,55.8,53.95,55.25,54.95,53.7,14612,805545.35,01-APR-2021,263,INE083D01012,
BALRAMCHIN,EQ,218.5,218.9,212.5,214.1,214,214.5,1681603,363186221.65,01-APR-2021,22118,INE119A01028,
BANARBEADS,EQ,50.85,51.5,49.3,50.3,50.5,49.7,5039,253405.25,01-APR-2021,84,INE655B01011,
BANARISUG,EQ,1574.1,1674,1574.1,1640,1640,1584.35,3175,5180222.05,01-APR-2021,1102,INE459A01010,
BANCOINDIA,EQ,140.55,148.35,140.55,147.65,147.65,140.55,97572,14153551.3,01-APR-2021,1799,INE213C01025,
BANDHANBNK,EQ,341.95,354.95,339,350.9,352.3,338.9,5001602,1730124915.5,01-APR-2021,65225,INE545U01014,
BANG,EQ,29.15,29.15,26.25,27.55,28,27,4572,124707.4,01-APR-2021,187,INE863I01016,
BANKA,EQ,62.6,62.7,62.2,62.7,62.7,59.75,3200,200247.6,01-APR-2021,42,INE862Y01015,
BANKBARODA,EQ,74.8,76,73.5,75.6,75.65,74.1,38540206,2881549566.7,01-APR-2021,88768,INE028A01039,
BANKBEES,EQ,339.02,342.25,334.5,341.52,341.79,334.93,1272684,431657363.55,01-APR-2021,11913,INF204KB15I9,
BANKINDIA,EQ,69.45,72.3,68.9,69.9,69.9,67.85,10593022,743282717.5,01-APR-2021,41500,INE084A01016,
BANSWRAS,EQ,102.95,107,101.45,106.05,104.3,99.35,4750,493986.85,01-APR-2021,222,INE629D01012,
BARTRONICS,BZ,2.3,2.5,2.3,2.4,2.4,2.4,31017,72255.9,01-APR-2021,37,INE855F01034,
BASF,EQ,2098,2160,2070,2136.9,2135.2,2069.75,25528,54349756.8,01-APR-2021,2943,INE373A01013,
BASML,EQ,63.85,63.9,60.2,62.25,62,60.9,10612,662781.1,01-APR-2021,172,INE186H01022,
BATAINDIA,EQ,1416.55,1437.75,1410.55,1425.05,1427.6,1406.2,573721,816469458.95,01-APR-2021,20503,INE176A01028,
BAYERCROP,EQ,5341,5395,5264.7,5313.1,5290,5341.9,10382,55211212.15,01-APR-2021,2485,INE462A01022,
BBL,EQ,1105.5,1134,1105.5,1124.7,1125,1117.75,9083,10215365.7,01-APR-2021,922,INE464A01028,
BBTC,EQ,1116.2,1148.4,1116.2,1145.45,1147.05,1110.4,39852,45317114.2,01-APR-2021,4810,INE050A01025,
BBTCL,SM,80,80,80,80,80,79,3000,240000,01-APR-2021,1,INE01EE01011,
BCG,EQ,8.4,8.5,7.9,8.15,8.15,8.25,3245397,26296553.6,01-APR-2021,2078,INE425B01027,
BCLIND,EQ,106.05,109.75,106,106.65,106.9,107.1,38945,4188821.3,01-APR-2021,970,INE412G01016,
BCONCEPTS,SM,31.3,31.3,31.3,31.3,31.3,30.15,9000,281700,01-APR-2021,1,INE977Y01011,
BCP,EQ,3.15,3.2,3.15,3.2,3.2,3.05,42489,135669.8,01-APR-2021,63,INE905P01028,
BDL,EQ,333,339.35,333,337.95,338.4,332.55,87702,29610775.75,01-APR-2021,3003,INE171Z01018,
BEARDSELL,EQ,9.55,10.1,9.5,9.9,10.1,9.8,7010,68633.95,01-APR-2021,22,INE520H01022,
BECTORFOOD,EQ,340.5,346.5,337.7,345.4,345.9,336.6,286146,98044414.55,01-APR-2021,7113,INE495P01012,
BEDMUTHA,EQ,20.2,21.1,20.2,21,21.1,20.1,1442,29829.15,01-APR-2021,27,INE844K01012,
BEL,EQ,126,127,124.3,126.1,126,125.1,10006344,1258894414.85,01-APR-2021,65896,INE263A01024,
BEML,EQ,1261.5,1332.9,1255.85,1319.55,1317,1255.75,563017,728769148.65,01-APR-2021,25391,INE258A01016,
BEPL,EQ,141.9,154.25,141.85,152.9,152.3,140.15,1048787,157707501.35,01-APR-2021,12889,INE922A01025,
BERGEPAINT,EQ,768,770,761,764.35,765,765,720353,551994499.7,01-APR-2021,16210,INE463A01038,
BESTAGRO,EQ,425,435,416,429.7,423.4,427.6,81372,34751076,01-APR-2021,246,INE052T01013,
BETA,SM,123,123,123,123,123,120,800,98400,01-APR-2021,1,INE351Y01019,
BFINVEST,EQ,276.9,285.55,276.9,280.3,281,275.5,10950,3083541.3,01-APR-2021,508,INE878K01010,
BFUTILITIE,EQ,248.25,259.35,248.25,256.8,256.8,246,159225,40485215.6,01-APR-2021,4262,INE243D01012,
BGRENERGY,EQ,43.75,45.5,43.75,45.25,45,43.65,80955,3639605.3,01-APR-2021,768,INE661I01014,
BHAGERIA,EQ,158.9,163,155.8,158.6,159,157.75,47948,7608785.75,01-APR-2021,672,INE354C01027,
