Date,^GSPC,^IXIC,^GDAXI,^FTSE
1997-03-04,790.950012,1317.369995,3345.090088,4357.700195
1997-03-05,801.98999,1329.089966,3375.449951,4360.100098
1997-03-06,798.559998,1315.430054,3396.550049,4399.299805
1997-03-07,804.969971,1311.800049,3419.51001,4420.299805
1997-03-10,813.650024,1322.719971,3426.77002,4437.399902
1997-03-11,811.340027,1316.76001,3430.949951,4444.299805
1997-03-12,804.26001,1304.130005,3382.399902,4422.5
1997-03-13,789.559998,1293.280029,3367.820068,4397.700195
1997-03-14,793.169983,1292.969971,3404.290039,4424.299805
1997-03-17,795.710022,1279.430054,3337.110107,4373.299805
1997-03-18,789.659973,1269.339966,3289.590088,4356.799805
1997-03-19,785.77002,1249.290039,3305.719971,4332.200195
1997-03-20,782.650024,1259.26001,3247.030029,4258.100098
1997-03-21,784.099976,1254.069946,3288.52002,4254.799805
1997-03-24,790.890015,1242.640015,3302.570068,4214.799805
1997-03-25,789.070007,1248.060059,3374.929932,4270.700195
1997-03-26,790.5,1269.079956,3439.219971,4301.5
1997-03-27,773.880005,1249.51001,3407.830078,4312.899902
1997-03-31,757.119995,1221.699951,,
1997-04-01,759.640015,1216.930054,3281.459961,4248.100098
1997-04-02,750.109985,1201.0,3210.939941,4236.600098
1997-04-03,750.320007,1213.76001,3212.820068,4214.600098
1997-04-04,757.900024,1236.72998,3235.350098,4236.600098
1997-04-07,762.130005,1251.349976,3342.77002,4271.700195
1997-04-08,766.119995,1257.369995,3328.129883,4269.299805
1997-04-09,760.599976,1249.430054,3364.76001,4292.299805
1997-04-10,758.340027,1235.77002,3352.580078,4313.200195
1997-04-11,737.650024,1206.900024,3319.23999,4270.700195
1997-04-14,743.72998,1216.410034,3297.52002,4251.700195
1997-04-15,754.719971,1212.880005,3369.26001,4286.799805
1997-04-16,763.530029,1210.27002,3347.540039,4294.600098
1997-04-17,761.77002,1217.069946,3361.800049,4298.899902
1997-04-18,766.340027,1222.569946,3361.199951,4310.5
1997-04-21,760.369995,1203.949951,3328.409912,4328.700195
1997-04-22,774.609985,1212.73999,3348.899902,4346.100098
1997-04-23,773.640015,1227.140015,3366.870117,4387.700195
1997-04-24,771.179993,1228.099976,3396.48999,4388.5
1997-04-25,765.369995,1209.290039,3357.570068,4369.700195
1997-04-28,772.960022,1217.030029,3372.959961,4389.700195
1997-04-29,794.049988,1242.630005,3425.860107,4433.200195
1997-04-30,801.340027,1260.76001,3438.090088,4436.0
1997-05-01,798.530029,1270.5,,4445.0
1997-05-02,812.969971,1305.329956,3491.080078,4455.600098
1997-05-05,830.289978,1339.23999,3565.689941,
1997-05-06,827.76001,1328.300049,3548.52002,4519.299805
1997-05-07,815.619995,1322.910034,3537.449951,4537.5
1997-05-08,820.26001,1330.829956,,4580.399902
1997-05-09,824.780029,1335.050049,3533.209961,4630.899902
1997-05-12,837.659973,1344.189941,3593.139893,4669.600098
1997-05-13,833.130005,1333.589966,3559.290039,4691.0
1997-05-14,836.039978,1335.550049,3588.570068,4686.899902
1997-05-15,841.880005,1353.579956,3564.850098,4681.200195
1997-05-16,829.75,1340.72998,3569.26001,4693.899902
1997-05-19,833.27002,1341.23999,,4645.200195
1997-05-20,841.659973,1363.880005,3516.199951,4607.5
1997-05-21,839.349976,1373.75,3600.399902,4642.0
1997-05-22,835.659973,1372.599976,3575.439941,4651.799805
1997-05-23,847.030029,1389.719971,3621.719971,4661.799805
1997-05-27,849.710022,1409.209961,3665.429932,4681.600098
1997-05-28,847.210022,1410.180054,3626.600098,4677.5
1997-05-29,844.080017,1403.040039,3635.379883,4672.299805
1997-05-30,848.280029,1400.319946,3562.72998,4621.299805
1997-06-02,846.359985,1404.790039,3596.399902,4562.799805
1997-06-03,845.47998,1384.910034,3655.590088,4557.799805
1997-06-04,840.109985,1379.670044,3651.590088,4557.100098
1997-06-05,843.429993,1390.050049,3684.600098,4576.200195
1997-06-06,858.01001,1404.839966,3700.530029,4645.0
1997-06-09,862.909973,1412.040039,3668.610107,4686.700195
1997-06-10,865.27002,1401.689941,3671.159912,4739.600098
1997-06-11,869.570007,1407.849976,3671.870117,4724.799805
1997-06-12,883.460022,1411.319946,3737.159912,4757.399902
1997-06-13,893.27002,1423.030029,3752.370117,4783.100098
1997-06-16,893.900024,1431.949951,3750.02002,4745.100098
1997-06-17,894.419983,1443.109985,3721.179932,4682.200195
1997-06-18,889.059998,1432.430054,3730.560059,4657.0
1997-06-19,897.98999,1447.140015,3777.560059,4653.700195
1997-06-20,898.700012,1447.099976,3788.540039,4593.899902
1997-06-23,878.619995,1434.319946,3748.790039,4575.799805
1997-06-24,896.340027,1452.430054,3761.070068,4596.299805
1997-06-25,888.98999,1446.23999,3819.52002,4640.0
1997-06-26,883.679993,1436.380005,3820.159912,4657.899902
1997-06-27,887.299988,1438.150024,3809.919922,4640.299805
1997-06-30,885.140015,1442.069946,3766.889893,4604.600098
1997-07-01,891.030029,1438.25,3834.840088,4728.299805
1997-07-02,904.030029,1455.609985,3867.530029,4751.399902
1997-07-03,916.919983,1467.609985,3939.72998,4831.700195
1997-07-07,912.200012,1470.73999,4003.350098,4810.700195
1997-07-08,918.75,1485.099976,4030.100098,4758.5
1997-07-09,907.539978,1486.630005,4026.969971,4762.399902
1997-07-10,913.780029,1490.930054,4000.649902,4767.799805
1997-07-11,916.679993,1502.619995,4074.300049,4799.5
1997-07-14,918.380005,1523.880005,4142.189941,4857.399902
1997-07-15,925.76001,1542.109985,4139.680176,4899.299805
1997-07-16,936.590027,1580.630005,4223.689941,4964.200195
1997-07-17,931.609985,1568.849976,4203.910156,4949.0
1997-07-18,915.299988,1547.98999,4131.939941,4877.200195
1997-07-21,912.940002,1536.22998,4139.959961,4805.700195
1997-07-22,933.97998,1563.859985,4297.640137,4846.700195
1997-07-23,936.559998,1567.650024,4384.819824,4874.5
1997-07-24,940.299988,1569.130005,4320.52002,4862.899902
1997-07-25,938.789978,1569.579956,4368.540039,4851.5
1997-07-28,936.450012,1563.530029,4400.299805,4862.600098
1997-07-29,942.289978,1572.319946,4377.700195,4876.600098
1997-07-30,952.289978,1588.050049,4458.660156,4927.299805
1997-07-31,954.309998,1593.810059,4405.52002,4907.5
1997-08-01,947.140015,1594.329956,4336.97998,4899.299805
1997-08-04,950.299988,1605.449951,4302.5,4895.700195
1997-08-05,952.369995,1621.530029,4325.859863,4960.600098
1997-08-06,960.320007,1630.439941,4364.25,5026.200195
1997-08-07,951.190002,1624.180054,4428.080078,5086.799805
1997-08-08,933.539978,1598.52002,4342.310059,5031.299805
1997-08-11,937.0,1586.73999,4333.149902,5031.899902
1997-08-12,926.530029,1576.23999,4377.509766,5075.799805
1997-08-13,922.02002,1583.400024,4237.060059,5003.600098
1997-08-14,924.77002,1586.689941,4195.529785,4991.299805
1997-08-15,900.809998,1562.030029,4077.590088,4865.799805
1997-08-18,912.48999,1569.52002,4080.550049,4835.0
1997-08-19,926.01001,1600.709961,4190.450195,4914.200195
1997-08-20,939.349976,1628.699951,4251.930176,4958.399902
1997-08-21,925.049988,1607.359985,4204.810059,4978.0
1997-08-22,923.539978,1598.689941,4090.139893,4901.100098
1997-08-25,920.159973,1601.569946,4076.75,
1997-08-26,913.02002,1591.300049,3993.699951,4886.299805
1997-08-27,913.700012,1595.540039,3992.030029,4906.899902
1997-08-28,903.669983,1581.319946,3897.429932,4845.399902
1997-08-29,899.469971,1587.319946,3919.790039,4817.5
1997-09-02,927.580017,1618.089966,4127.279785,4952.200195
1997-09-03,927.859985,1618.23999,4062.129883,4976.899902
1997-09-04,930.869995,1624.630005,4093.429932,4991.299805
1997-09-05,929.049988,1635.77002,4073.709961,4994.200195
1997-09-08,931.200012,1645.349976,4131.259766,4985.200195
1997-09-09,933.619995,1656.219971,4104.569824,4950.5
1997-09-10,919.030029,1639.25,4028.0,4905.200195
1997-09-11,912.590027,1639.859985,3890.23999,4854.799805
1997-09-12,923.909973,1649.329956,3796.610107,4848.200195
1997-09-15,919.77002,1634.920044,3869.530029,4902.899902
1997-09-16,945.640015,1668.599976,3995.689941,4976.399902
1997-09-17,943.0,1666.469971,3970.439941,5013.100098
1997-09-18,947.289978,1670.02002,4004.040039,5046.200195
1997-09-19,950.51001,1680.359985,3983.060059,5023.799805
1997-09-22,955.429993,1689.449951,4096.850098,5075.700195
1997-09-23,951.929993,1697.359985,4091.77002,5027.5
1997-09-24,944.47998,1687.410034,4150.950195,5077.200195
1997-09-25,937.909973,1678.890015,4104.930176,5065.5
1997-09-26,945.219971,1682.23999,4135.089844,5226.299805
1997-09-29,953.340027,1694.97998,4116.52002,5220.299805
1997-09-30,947.280029,1685.689941,4154.890137,5244.200195
1997-10-01,955.409973,1690.300049,4262.97998,5317.100098
1997-10-02,960.460022,1702.410034,4266.169922,5296.100098
1997-10-03,965.030029,1715.869995,,5330.799805
1997-10-06,972.690002,1721.910034,4326.350098,5300.0
1997-10-07,983.119995,1737.27002,4311.129883,5305.600098
1997-10-08,973.840027,1741.77002,4267.399902,5262.100098
1997-10-09,970.619995,1745.849976,4179.919922,5217.799805
1997-10-10,966.97998,1739.030029,4164.620117,5227.299805
1997-10-13,968.099976,1742.119995,4225.27002,5300.100098
1997-10-14,970.280029,1732.790039,4215.22998,5298.899902
1997-10-15,965.719971,1723.369995,4168.620117,5263.700195
1997-10-16,955.25,1699.660034,4149.919922,5287.899902
1997-10-17,944.159973,1666.849976,4049.159912,5271.100098
1997-10-20,955.609985,1685.449951,4069.25,5211.0
1997-10-21,972.280029,1712.540039,4172.470215,5225.899902
1997-10-22,968.48999,1708.079956,4124.859863,5148.799805
1997-10-23,950.690002,1671.25,3976.379883,4991.5
1997-10-24,941.640015,1650.920044,3981.439941,4970.200195
1997-10-27,876.98999,1532.75,3871.389893,4840.700195
1997-10-28,921.849976,1603.02002,3645.689941,4755.399902
1997-10-29,919.159973,1602.75,3806.659912,4871.799805
1997-10-30,903.679993,1570.410034,3748.879883,4801.899902
1997-10-31,914.619995,1593.609985,3753.659912,4842.299805
1997-11-03,938.98999,1629.97998,3847.72998,4906.399902
1997-11-04,940.76001,1631.150024,3784.800049,4897.399902
1997-11-05,942.76001,1637.329956,3841.389893,4908.299805
1997-11-06,938.030029,1623.439941,3813.879883,4863.799805
1997-11-07,927.51001,1602.400024,3715.379883,4764.399902
1997-11-10,921.130005,1590.719971,3728.370117,4806.799805
1997-11-11,923.780029,1584.859985,3734.790039,4793.700195
1997-11-12,905.960022,1541.709961,3697.47998,4720.399902
1997-11-13,916.659973,1559.25,3701.939941,4711.0
1997-11-14,928.349976,1583.51001,3676.649902,4741.799805
1997-11-17,946.200012,1614.109985,3816.709961,4867.0
1997-11-18,938.22998,1600.439941,3844.139893,4845.399902
1997-11-19,944.590027,1601.219971,3876.899902,4830.100098
1997-11-20,958.97998,1626.560059,3931.810059,4908.399902
1997-11-21,963.090027,1620.75,3941.909912,4985.799805
1997-11-24,946.669983,1586.98999,3832.100098,4898.600098
1997-11-25,950.820007,1589.040039,3850.139893,4863.5
1997-11-26,951.640015,1594.5,3926.929932,4891.200195
1997-11-28,955.400024,1600.550049,3972.080078,4831.799805
1997-12-01,974.77002,1630.719971,4125.919922,4921.799805
1997-12-02,971.679993,1606.369995,4096.399902,4977.600098
1997-12-03,976.77002,1615.130005,4074.550049,4970.700195
1997-12-04,973.099976,1613.420044,4159.720215,5082.299805
1997-12-05,983.789978,1633.900024,4191.810059,5142.899902
1997-12-08,982.369995,1651.540039,4208.140137,5187.399902
1997-12-09,975.780029,1620.550049,4187.129883,5177.100098
1997-12-10,969.789978,1596.609985,4116.700195,5130.700195
1997-12-11,954.940002,1558.540039,4016.699951,5035.899902
1997-12-12,953.390015,1536.579956,4061.909912,5045.200195
1997-12-15,963.390015,1536.560059,4029.080078,5121.799805
1997-12-16,968.039978,1553.0,4150.310059,5203.399902
1997-12-17,965.539978,1547.369995,4154.569824,5190.799805
1997-12-18,955.299988,1523.189941,4162.919922,5168.299805
1997-12-19,946.780029,1524.73999,4055.350098,5020.200195
1997-12-22,953.700012,1532.060059,4125.540039,5018.200195
1997-12-23,939.130005,1509.910034,4132.790039,5049.799805
1997-12-24,932.700012,1499.530029,,5013.899902
1997-12-26,936.460022,1511.380005,,
1997-12-29,953.349976,1537.449951,4266.02002,5112.399902
1997-12-30,970.840027,1565.030029,4224.299805,5132.399902
1997-12-31,970.429993,1570.349976,,5135.5
1998-01-02,975.039978,1581.530029,4364.319824,5193.5
1998-01-05,977.070007,1594.119995,4416.950195,5262.5
1998-01-06,966.580017,1580.140015,4360.049805,5264.399902
1998-01-07,964.0,1561.699951,4339.97998,5224.100098
1998-01-08,956.049988,1555.540039,4293.640137,5237.100098
1998-01-09,927.690002,1503.219971,4237.75,5138.299805
1998-01-12,939.210022,1507.579956,4134.640137,5068.799805
1998-01-13,952.119995,1541.630005,4150.009766,5083.899902
1998-01-14,957.940002,1548.76001,4145.410156,5106.899902
1998-01-15,950.72998,1547.060059,4140.220215,5165.799805
1998-01-16,961.51001,1562.880005,4216.240234,5263.100098
1998-01-20,978.599976,1590.140015,4310.830078,5278.200195
1998-01-21,970.809998,1587.920044,4250.470215,5272.299805
1998-01-22,963.039978,1576.51001,4238.77002,5253.100098
1998-01-23,957.590027,1575.930054,4222.160156,5181.399902
1998-01-26,956.950012,1561.459961,4266.339844,5237.200195
1998-01-27,969.02002,1578.900024,4316.049805,5326.299805
1998-01-28,977.460022,1610.819946,4385.290039,5372.600098
1998-01-29,985.48999,1619.48999,4444.529785,5422.399902
1998-01-30,980.280029,1619.359985,4442.529785,5458.5
1998-02-02,1001.27002,1652.890015,4529.879883,5599.0
1998-02-03,1006.0,1666.339966,4529.180176,5612.799805
1998-02-04,1006.900024,1680.439941,4509.25,5595.799805
1998-02-05,1003.539978,1676.900024,4494.720215,5606.399902
1998-02-06,1012.460022,1694.349976,4536.910156,5629.700195
1998-02-09,1010.73999,1690.430054,4519.560059,5600.899902
1998-02-10,1019.01001,1709.040039,4558.620117,5613.299805
1998-02-11,1020.01001,1708.550049,4552.459961,5607.899902
1998-02-12,1024.140015,1714.339966,4509.370117,5552.5
1998-02-13,1020.090027,1710.420044,4522.419922,5582.299805
1998-02-17,1022.76001,1703.430054,4627.419922,5709.5
1998-02-18,1032.079956,1715.72998,4611.660156,5723.399902
1998-02-19,1028.280029,1727.01001,4581.080078,5718.5
1998-02-20,1034.209961,1728.130005,4583.029785,5751.600098
1998-02-23,1038.140015,1751.76001,4610.660156,5702.799805
1998-02-24,1030.560059,1738.709961,4604.549805,5651.0
1998-02-25,1042.900024,1766.47998,4704.580078,5745.100098
1998-02-26,1048.670044,1777.109985,4695.779785,5764.799805
1998-02-27,1049.339966,1770.51001,4693.859863,5767.299805
1998-03-02,1047.699951,1758.540039,4781.620117,5820.600098
1998-03-03,1052.02002,1757.140015,4759.620117,5807.700195
1998-03-04,1047.329956,1759.699951,4690.52002,5733.100098
1998-03-05,1035.050049,1711.920044,4676.419922,5695.600098
1998-03-06,1055.689941,1753.48999,4762.709961,5782.899902
1998-03-09,1052.310059,1725.160034,4828.890137,5818.899902
1998-03-10,1064.25,1748.51001,4852.220215,5828.5
1998-03-11,1068.469971,1756.849976,4862.410156,5829.799805
1998-03-12,1069.920044,1764.060059,4838.669922,5794.799805
1998-03-13,1068.609985,1771.660034,4872.240234,5782.299805
1998-03-16,1079.27002,1788.180054,4905.589844,5785.100098
1998-03-17,1080.449951,1779.300049,4945.910156,5834.899902
1998-03-18,1085.52002,1788.280029,4908.549805,5903.600098
1998-03-19,1089.73999,1799.97998,4949.910156,5997.899902
1998-03-20,1099.160034,1789.160034,5045.160156,5956.299805
1998-03-23,1095.550049,1792.51001,5014.129883,5947.0
1998-03-24,1105.650024,1812.439941,5064.350098,5983.700195
1998-03-25,1101.930054,1824.51001,5114.129883,5967.899902
1998-03-26,1100.800049,1828.540039,5029.0,5905.600098
1998-03-27,1095.439941,1823.619995,5066.899902,5939.299805
1998-03-30,1093.599976,1818.699951,5069.890137,5911.899902
1998-03-31,1101.75,1835.680054,5097.25,5932.200195
1998-04-01,1108.150024,1847.660034,5135.350098,6017.600098
1998-04-02,1120.01001,1852.959961,5179.040039,6052.799805
1998-04-03,1122.699951,1855.400024,5254.319824,6064.200195
1998-04-06,1121.380005,1829.140015,5345.890137,6105.799805
1998-04-07,1109.550049,1798.709961,5309.669922,6094.0
1998-04-08,1101.650024,1807.01001,5267.350098,6055.200195
1998-04-09,1110.670044,1820.23999,5312.25,6105.5
1998-04-13,1109.689941,1824.949951,,
1998-04-14,1115.75,1843.030029,5367.97998,6104.100098
1998-04-15,1119.319946,1863.26001,5359.240234,6074.100098
1998-04-16,1108.170044,1858.23999,5292.970215,6002.0
1998-04-17,1122.719971,1866.599976,5326.629883,5922.200195
1998-04-20,1123.650024,1887.140015,5407.930176,5954.100098
1998-04-21,1126.670044,1903.869995,5373.799805,5955.0
1998-04-22,1130.540039,1917.609985,5312.279785,5931.200195
1998-04-23,1119.579956,1881.390015,5262.569824,5898.100098
1998-04-24,1107.900024,1868.959961,5144.419922,5863.899902
1998-04-27,1086.540039,1820.310059,5002.709961,5722.399902
1998-04-28,1085.109985,1831.77002,5110.879883,5806.600098
1998-04-29,1094.619995,1851.640015,5083.799805,5833.100098
1998-04-30,1111.75,1868.410034,5241.22998,5928.399902
1998-05-01,1121.0,1873.439941,,6010.299805
1998-05-04,1122.069946,1878.859985,5337.75,
1998-05-05,1115.5,1864.910034,5226.200195,5986.5
1998-05-06,1104.920044,1856.680054,5264.620117,5992.399902
1998-05-07,1095.140015,1835.140015,5164.890137,5938.0
1998-05-08,1108.140015,1864.369995,5270.609863,5969.799805
1998-05-11,1106.640015,1848.069946,5348.75,6028.299805
1998-05-12,1115.790039,1860.160034,5307.819824,5956.700195
1998-05-13,1118.859985,1866.180054,5371.990234,5972.899902
1998-05-14,1117.369995,1865.359985,5374.109863,5948.5
1998-05-15,1108.72998,1846.77002,5414.310059,5917.799805
1998-05-18,1105.819946,1831.619995,5343.660156,5826.200195
1998-05-19,1109.52002,1845.869995,5441.0,5877.799805
1998-05-20,1119.060059,1831.75,5514.509766,5907.399902
1998-05-21,1114.640015,1820.98999,,5935.600098
1998-05-22,1110.469971,1805.0,5530.189941,5955.600098
1998-05-26,1094.02002,1778.089966,5639.890137,5970.700195
1998-05-27,1092.22998,1781.099976,5466.879883,5870.200195
1998-05-28,1097.599976,1794.619995,5507.359863,5862.299805
1998-05-29,1090.819946,1778.869995,5556.990234,5870.700195
1998-06-01,1090.97998,1746.819946,,5837.899902
1998-06-02,1093.219971,1761.790039,5583.830078,5842.299805
1998-06-03,1082.72998,1742.310059,5640.419922,5898.399902
1998-06-04,1094.829956,1769.949951,5605.379883,5860.799805
1998-06-05,1113.859985,1782.920044,5724.75,5947.299805
1998-06-08,1115.719971,1787.77002,5787.049805,6037.799805
1998-06-09,1118.410034,1800.76001,5773.77002,6019.799805
1998-06-10,1112.280029,1773.25,5799.220215,5987.399902
1998-06-11,1094.579956,1749.75,,5852.5
1998-06-12,1098.839966,1745.050049,5631.339844,5769.799805
1998-06-15,1077.01001,1715.75,5581.240234,5715.700195
1998-06-16,1087.589966,1753.119995,5621.709961,5729.700195
1998-06-17,1107.109985,1776.400024,5742.830078,5832.700195
1998-06-18,1106.369995,1772.699951,5689.890137,5812.100098
1998-06-19,1100.650024,1781.290039,5644.220215,5748.100098
1998-06-22,1103.209961,1805.819946,5648.109863,5712.5
1998-06-23,1119.48999,1844.569946,5748.339844,5772.0
1998-06-24,1132.880005,1877.76001,5784.399902,5804.899902
1998-06-25,1129.280029,1863.25,5886.720215,5859.0
1998-06-26,1133.199951,1869.530029,5870.490234,5877.399902
1998-06-29,1138.48999,1891.079956,5933.72998,5884.5
1998-06-30,1133.839966,1894.73999,5841.830078,5832.600098
1998-07-01,1148.560059,1914.459961,5910.509766,5919.899902
1998-07-02,1146.420044,1894.0,5905.149902,5960.200195
1998-07-06,1157.329956,1909.469971,5942.060059,5990.299805
1998-07-07,1154.660034,1908.109985,5975.879883,6003.399902
1998-07-08,1166.380005,1935.390015,6018.890137,6009.600098
1998-07-09,1158.560059,1939.819946,6000.839844,5969.700195
1998-07-10,1164.329956,1943.040039,6001.240234,5929.700195
1998-07-13,1165.189941,1965.530029,6023.310059,5958.200195
1998-07-14,1177.579956,1968.410034,6101.899902,6100.200195
1998-07-15,1174.810059,1994.540039,6106.100098,6151.5
1998-07-16,1183.98999,2000.560059,6108.0,6116.799805
1998-07-17,1186.75,2008.76001,6162.859863,6174.0
1998-07-20,1184.099976,2014.25,6186.089844,6179.0
1998-07-21,1165.069946,1979.140015,6184.100098,6132.700195
1998-07-22,1164.079956,1969.75,6081.109863,5989.600098
1998-07-23,1139.75,1935.219971,6043.819824,5976.200195
1998-07-24,1140.800049,1930.98999,6040.580078,5892.299805
1998-07-27,1147.27002,1933.26001,5854.350098,5836.200195
1998-07-28,1130.23999,1896.530029,5867.52002,5835.899902
1998-07-29,1125.209961,1881.48999,5828.740234,5844.100098
1998-07-30,1142.949951,1919.579956,5906.330078,5910.700195
1998-07-31,1120.670044,1872.390015,5861.189941,5837.100098
1998-08-03,1112.439941,1851.099976,5774.379883,5809.700195
1998-08-04,1072.119995,1785.640015,5718.700195,5736.100098
1998-08-05,1081.430054,1788.199951,5614.77002,5632.5
1998-08-06,1089.630005,1829.51001,5528.120117,5594.100098
1998-08-07,1089.449951,1846.77002,5598.319824,5680.399902
1998-08-10,1083.140015,1839.209961,5460.430176,5587.600098
1998-08-11,1068.97998,1792.699951,5285.779785,5432.799805
1998-08-12,1084.219971,1825.530029,5386.939941,5462.200195
1998-08-13,1074.910034,1802.540039,5355.029785,5399.5
1998-08-14,1062.75,1790.189941,5473.720215,5455.0
1998-08-17,1083.670044,1818.040039,5432.029785,5467.200195
1998-08-18,1101.199951,1855.119995,5602.149902,5648.200195
1998-08-19,1098.060059,1842.689941,5601.930176,5694.299805
1998-08-20,1091.599976,1832.449951,5486.759766,5667.399902
1998-08-21,1081.23999,1797.609985,5190.600098,5477.0
1998-08-24,1088.140015,1790.819946,5253.379883,5553.700195
1998-08-25,1092.849976,1798.170044,5407.029785,5654.399902
1998-08-26,1084.189941,1768.130005,5247.620117,5545.399902
1998-08-27,1042.589966,1686.410034,5012.72998,5368.5
1998-08-28,1027.140015,1639.680054,4925.799805,5249.399902
1998-08-31,957.280029,1499.25,4811.279785,
1998-09-01,994.26001,1575.089966,4855.899902,5169.100098
1998-09-02,990.47998,1592.849976,4948.509766,5235.899902
1998-09-03,982.26001,1571.859985,4797.129883,5118.700195
1998-09-04,973.890015,1566.52002,4864.970215,5167.0
1998-09-08,1023.460022,1660.859985,5095.620117,5344.200195
1998-09-09,1006.200012,1624.550049,4958.439941,5311.299805
1998-09-10,980.190002,1585.329956,4744.049805,5136.600098
1998-09-11,1009.059998,1641.640015,4754.649902,5118.600098
1998-09-14,1029.719971,1665.689941,4893.509766,5268.600098
1998-09-15,1037.680054,1678.109985,4851.560059,5281.700195
1998-09-16,1045.47998,1689.910034,4872.180176,5291.700195
1998-09-17,1018.869995,1646.25,4629.029785,5132.899902
1998-09-18,1020.090027,1663.77002,4623.370117,5055.600098
1998-09-21,1023.890015,1680.430054,4439.129883,4990.299805
1998-09-22,1029.630005,1697.800049,4549.22998,5103.299805
1998-09-23,1066.089966,1760.27002,4722.959961,5214.700195
1998-09-24,1042.719971,1720.339966,4611.339844,5167.600098
1998-09-25,1044.75,1743.589966,4584.410156,5061.0
1998-09-28,1048.689941,1739.219971,4677.560059,5093.5
1998-09-29,1049.02002,1734.050049,4600.330078,5108.700195
1998-09-30,1017.01001,1693.839966,4430.910156,5064.399902
1998-10-01,986.390015,1612.329956,4094.620117,4908.200195
1998-10-02,1002.599976,1614.97998,4019.310059,4750.399902
1998-10-05,988.559998,1536.689941,3970.98999,4648.700195
1998-10-06,984.590027,1510.890015,4185.390137,4854.0
1998-10-07,970.679993,1462.609985,4064.159912,4828.899902
1998-10-08,959.440002,1419.119995,3861.889893,4698.899902
1998-10-09,984.390015,1492.48999,3973.439941,4823.399902
1998-10-12,997.710022,1546.079956,4271.629883,5037.700195
1998-10-13,994.799988,1509.449951,4253.120117,4990.100098
1998-10-14,1005.530029,1540.969971,4371.100098,5038.399902
1998-10-15,1047.48999,1611.01001,4391.640137,5056.299805
1998-10-16,1056.420044,1620.949951,4469.120117,5133.100098
1998-10-19,1062.390015,1648.72998,4466.180176,5077.5
1998-10-20,1063.930054,1639.189941,4657.859863,5251.899902
1998-10-21,1069.920044,1674.75,4534.549805,5206.700195
1998-10-22,1078.47998,1702.640015,4449.120117,5229.899902
1998-10-23,1070.670044,1693.859985,4480.430176,5217.100098
1998-10-26,1072.319946,1724.97998,4579.640137,5231.5
1998-10-27,1065.339966,1717.630005,4682.700195,5331.200195
1998-10-28,1068.089966,1737.349976,4564.120117,5293.899902
1998-10-29,1085.930054,1757.189941,4569.72998,5358.5
1998-10-30,1098.670044,1771.390015,4690.990234,5438.399902
1998-11-02,1111.599976,1800.910034,4762.470215,5525.5
1998-11-03,1110.839966,1788.430054,4709.319824,5503.899902
1998-11-04,1118.670044,1823.569946,4878.240234,5622.899902
