,isin,nse_symbol,nse_series,bse_sc_code,SC_NAME,bse_sc_group,bse_sc_type,yf_nse_symbol
1853,INE141D01018,TNTELE,BE,523419,TAMIL.TELE.,T,Q,NOT_FOUND_ERROR
1854,INE932C01012,TOKYOPLAST,EQ,500418,TOKYO PLAST,B,Q,NOT_FOUND_ERROR
1855,INE685A01028,TORNTPHARM,EQ,500420,TORRENT PHAR,A,Q,NOT_FOUND_ERROR
1856,INE813H01021,TORNTPOWER,EQ,532779,TORNT POWER,A,Q,NOT_FOUND_ERROR
1857,INE336X01012,TOTAL,EQ,,,,,NOT_FOUND_ERROR
1858,INE486Y01013,TOUCHWOOD,BE,,,,,NOT_FOUND_ERROR
1859,INE413G01014,TPLPLASTEH,EQ,526582,TPL PLAST,B,Q,NOT_FOUND_ERROR
1860,INE040M01013,TREEHOUSE,EQ,533540,TREE HOUSE,B,Q,NOT_FOUND_ERROR
1861,INE00CA01015,TREJHARA,EQ,542233,TREJHARA,B,Q,NOT_FOUND_ERROR
1862,INE849A01020,TRENT,EQ,500251,TRENT LTD.,A,Q,TRENT.NS
1863,INE391D01019,TRF,EQ,505854,TRF LTD.,B,Q,NOT_FOUND_ERROR
1864,INE064C01022,TRIDENT,EQ,521064,TRIDENT,A,Q,TRIDENT.NS
1865,INE948A01012,TRIGYN,EQ,517562,TRIGYN TECH,B,Q,NOT_FOUND_ERROR
1866,INE763I01026,TRIL,EQ,532928,TRIL,B,Q,NOT_FOUND_ERROR
1867,INE152M01016,TRITURBINE,EQ,533655,TRIVENITURB,A,Q,NOT_FOUND_ERROR
1868,INE256C01024,TRIVENI,EQ,532356,TRIVENI ENGG,A,Q,NOT_FOUND_ERROR
1869,INE910C01018,TTKHLTCARE,EQ,507747,TTK HEALTHCA,B,Q,TTKHLTCARE.NS
1870,INE690A01010,TTKPRESTIG,EQ,517506,TTK PRESTIGE,A,Q,NOT_FOUND_ERROR
1871,INE592B01016,TTL,EQ,514142,TT LTD.,B,Q,NOT_FOUND_ERROR
1872,INE517B01013,TTML,BE,532371,TATA TELESER,T,Q,NOT_FOUND_ERROR
1873,INE886H01027,TV18BRDCST,EQ,532800,TV18BRDCST,A,Q,NOT_FOUND_ERROR
1874,INE236G01019,TVSELECT,BE,532513,TVSELE,T,Q,NOT_FOUND_ERROR
1875,INE494B01023,TVSMOTOR,EQ,532343,TVS MOTOR L,A,Q,TVSMOTOR.NS
1876,INE421C01016,TVSSRICHAK,EQ,509243,TVS SRICHAKR,A,Q,TVSSRICHAK.NS
1877,INE038F01029,TVTODAY,EQ,532515,TV TODAY,A,Q,NOT_FOUND_ERROR
1878,INE871L01013,TVVISION,EQ,540083,TVVISION,B,Q,TVVISION.NS
1879,INE615H01020,TWL,EQ,532966,TITAGARH WAG,A,Q,TWL.NS
1880,INE686F01025,UBL,EQ,532478,UNITED BREWA,A,Q,NOT_FOUND_ERROR
1881,INE139B01016,UCALFUEL,EQ,500464,UCAL FUEL,B,Q,NOT_FOUND_ERROR
1882,INE691A01018,UCOBANK,EQ,532505,UCOBANK,A,Q,NOT_FOUND_ERROR
1883,INE516A01017,UFLEX,EQ,500148,UFLEX LTD,A,Q,UFLEX.NS
1884,INE527H01019,UFO,EQ,539141,UFO,B,Q,UFO.NS
1885,INE071E01023,UGARSUGAR,EQ,530363,UGAR SUGAR,B,Q,UGARSUGAR.NS
1886,INE899L01022,UJAAS,BE,533644,UJAAS,T,Q,UJAAS.NS
1887,INE334L01012,UJJIVAN,EQ,539874,UJJIVAN,A,Q,NOT_FOUND_ERROR
1888,INE551W01018,UJJIVANSFB,EQ,542904,UJJIVANSFB,A,Q,NOT_FOUND_ERROR
1889,INE481G01011,ULTRACEMCO,EQ,532538,ULTRATECH CM,A,Q,ULTRACEMCO.NS
1890,INE864B01027,UMANGDAIRY,EQ,500231,UMANG DAIR,B,Q,UMANGDAIRY.NS
1891,INE240C01028,UMESLTD,BE,532398,UMESL,T,Q,NOT_FOUND_ERROR
1892,INE351A01035,UNICHEMLAB,EQ,506690,UNICHEM LAB,A,Q,NOT_FOUND_ERROR
1893,INE961D01019,UNIDT,EQ,522014,UNITED DRILL,B,Q,NOT_FOUND_ERROR
1894,INE037A01022,UNIENTER,EQ,500429,UNIPHOS ENT.,B,Q,UNIENTER.NS
1895,INE692A01016,UNIONBANK,EQ,532477,UNION BANK L,A,Q,NOT_FOUND_ERROR
1896,INE694A01020,UNITECH,BZ,507878,UNITECH LTD,Z,Q,NOT_FOUND_ERROR
1897,INE458F01011,UNITEDTEA,EQ,,,,,NOT_FOUND_ERROR
1898,INE466H01028,UNITY,BZ,,,,,NOT_FOUND_ERROR
1899,INE562X01013,UNIVASTU,BE,,,,,NOT_FOUND_ERROR
1900,INE279A01012,UNIVCABLES,EQ,504212,UNIV.CABLE,B,Q,UNIVCABLES.NS
1901,INE03V001013,UNIVPHOTO,EQ,542933,UNIVPHOTO,B,Q,NOT_FOUND_ERROR
1902,INE628A01036,UPL,EQ,512070,UPL,A,Q,NOT_FOUND_ERROR
1903,INE550C01020,URJA,BE,526987,URJA GLOBAL,T,Q,URJA.NS
1904,IN9550C01010,URJAPP,X1,890152,URJAPP,T,Q,NOT_FOUND_ERROR
1905,INE228A01035,USHAMART,EQ,517146,USHA MART.LT,A,Q,NOT_FOUND_ERROR
1906,INE094J01016,UTIAMC,EQ,543238,UTIAMC,B,Q,NOT_FOUND_ERROR
1907,INF789F1AUV1,UTIBANKETF,EQ,543226,UTIBANKETF,B,Q,NOT_FOUND_ERROR
1908,INF789F1AUW9,UTINEXT50,EQ,540669,UTINEXT50,B,Q,NOT_FOUND_ERROR
1909,INF789FB1X41,UTINIFTETF,EQ,539313,UTINIFTETF,B,Q,NOT_FOUND_ERROR
1910,INF789FB1X58,UTISENSETF,EQ,539312,UTISENSETF,B,Q,NOT_FOUND_ERROR
1911,INF789F1AUU3,UTISXN50,EQ,542513,UTISXN50,B,Q,NOT_FOUND_ERROR
1912,INE699A01011,UTTAMSTL,BE,513216,UTTAM GALVA,T,Q,NOT_FOUND_ERROR
1913,INE786F01031,UTTAMSUGAR,EQ,532729,UTTAM SUGAR,B,Q,UTTAMSUGAR.NS
1914,INE945H01013,V2RETAIL,EQ,532867,V2RETAIL,B,Q,NOT_FOUND_ERROR
1915,INE694D01016,VADILALIND,EQ,519156,VADILAL IND,B,Q,VADILALIND.NS
1916,INE884A01019,VAIBHAVGBL,EQ,532156,VAIBHAVGBL,A,Q,NOT_FOUND_ERROR
1917,INE972X01014,VAISHALI,BE,,,,,NOT_FOUND_ERROR
1918,INE051B01021,VAKRANGEE,EQ,511431,VAKRANGEE,A,Q,NOT_FOUND_ERROR
1919,INE565V01010,VALIANTORG,EQ,540145,VALIANTORG,B,Q,NOT_FOUND_ERROR
1920,INE116G01013,VARDHACRLC,EQ,,,,,NOT_FOUND_ERROR
1921,INE835A01011,VARDMNPOLY,EQ,514175,VARDHMAN POL,B,Q,NOT_FOUND_ERROR
1922,INE665L01035,VARROC,EQ,541578,VARROC,A,Q,VARROC.NS
1923,INE893I01013,VASCONEQ,EQ,533156,VASCON ENG,B,Q,NOT_FOUND_ERROR
1924,INE590L01019,VASWANI,EQ,533576,VASWANI IND,B,Q,VASWANI.NS
1925,INE200M01013,VBL,EQ,540180,VBL,A,Q,VBL.NS
1926,INE098201010,VCL,SM,,,,,NOT_FOUND_ERROR
1927,INE205A01025,VEDL,EQ,500295,VEDL,A,Q,NOT_FOUND_ERROR
1928,INE398A01010,VENKEYS,EQ,523261,VENKEY'S (I),A,Q,NOT_FOUND_ERROR
1929,INE411B01019,VENUSREM,EQ,526953,VENUS REMEDI,B,Q,VENUSREM.NS
1930,INE709Z01015,VERA,SM,,,,,NOT_FOUND_ERROR
1931,INE188Y01015,VERTOZ,EQ,,,,,NOT_FOUND_ERROR
1932,INE386A01015,VESUVIUS,EQ,520113,VESUVIUS IND,A,Q,VESUVIUS.NS
1933,INE918N01018,VETO,EQ,539331,VETO,B,Q,NOT_FOUND_ERROR
1934,INE951I01027,VGUARD,EQ,532953,V GUARD IND,A,Q,VGUARD.NS
1935,INE701A01023,VHL,EQ,500439,VARD HOLDNG,B,Q,NOT_FOUND_ERROR
1936,INE048C01017,VICEROY,BE,523796,VICEROY HOTE,T,Q,VICEROY.NS
1937,INE703A01011,VIDEOIND,BZ,511389,VIDEOCON IND,Z,Q,NOT_FOUND_ERROR
1938,INE632C01026,VIDHIING,EQ,531717,VIDHIING,B,Q,NOT_FOUND_ERROR
1939,INE159N01027,VIJIFIN,EQ,537820,VFL,B,Q,VIJIFIN.NS
1940,INE806A01020,VIKASECO,EQ,530961,VIKASECO,B,Q,NOT_FOUND_ERROR
1941,INE161L01027,VIKASMCORP,EQ,542655,VIKASMCORP,B,Q,VIKASMCORP.NS
1942,INE767B01022,VIKASPROP,EQ,531518,VIKASPROP,B,Q,NOT_FOUND_ERROR
1943,INE706A01022,VIKASWSP,EQ,519307,VIKAS WSP,B,Q,NOT_FOUND_ERROR
1944,INE579C01029,VIMTALABS,EQ,524394,VIMTA LABS,B,Q,NOT_FOUND_ERROR
1945,INE410B01037,VINATIORGA,EQ,524200,VINATI ORG.,A,Q,VINATIORGA.NS
1946,INE707A01012,VINDHYATEL,EQ,517015,VINDHYA TELE,A,Q,VINDHYATEL.NS
1947,INE250B01029,VINYLINDIA,EQ,524129,VINYL CHEM,B,Q,NOT_FOUND_ERROR
1948,INE450G01024,VIPCLOTHNG,BE,532613,VIPCLOTHNG,T,Q,NOT_FOUND_ERROR
1949,INE054A01027,VIPIND,EQ,507880,VIP INDUS.,A,Q,NOT_FOUND_ERROR
1950,INE946H01037,VIPULLTD,BE,511726,VIPUL LTD,T,Q,NOT_FOUND_ERROR
1951,INE392A01013,VISAKAIND,EQ,509055,VISAKA IND.,B,Q,NOT_FOUND_ERROR
1952,INE286H01012,VISASTEEL,EQ,532721,VISA STEEL,B,Q,NOT_FOUND_ERROR
1953,INE755Q01025,VISHAL,EQ,538598,VISHAL,B,Q,NOT_FOUND_ERROR
1954,INE270I01014,VISHNU,EQ,516072,VISHNU CHEM,B,Q,VISHNU.NS
1955,INE430N01014,VISHWARAJ,EQ,542852,VISHWARAJ,B,Q,NOT_FOUND_ERROR
1956,INE370E01029,VIVIDHA,BE,506146,VISAGAR POL,T,Q,VIVIDHA.NS
1957,INE526G01021,VIVIMEDLAB,EQ,532660,VIVIMED LABS,B,Q,VIVIMEDLAB.NS
1958,INE709A01018,VLSFINANCE,EQ,511333,VLS FINANCE,B,Q,NOT_FOUND_ERROR
1959,INE665J01013,VMART,EQ,534976,VMART,A,Q,NOT_FOUND_ERROR
1960,INE540H01012,VOLTAMP,EQ,532757,VOLTAMP TRAN,A,Q,VOLTAMP.NS
1961,INE226A01021,VOLTAS,EQ,500575,VOLTAS LTD,A,Q,NOT_FOUND_ERROR
1962,INE366I01010,VRLLOG,EQ,539118,VRLLOG,A,Q,NOT_FOUND_ERROR
1963,INE050M01012,VSSL,EQ,534392,VSSL,B,Q,VSSL.NS
1964,INE710A01016,VSTIND,EQ,509966,VST INDUS.,A,Q,VSTIND.NS
1965,INE764D01017,VSTTILLERS,EQ,531266,VST TILLERS,A,Q,VSTTILLERS.NS
1966,INE825A01012,VTL,EQ,502986,VARDH TEXT,A,Q,NOT_FOUND_ERROR
1967,INE956G01038,WABAG,EQ,533269,VATECH WABA,A,Q,NOT_FOUND_ERROR
1968,INE342J01019,WABCOINDIA,EQ,533023,WABCO,A,Q,WABCOINDIA.NS
1969,INE711A01022,WALCHANNAG,EQ,507410,WALCHANDNGR,B,Q,NOT_FOUND_ERROR
1970,INE107F01022,WANBURY,BE,524212,WANBURY LTD,T,Q,NOT_FOUND_ERROR
1971,INE054C01015,WATERBASE,EQ,523660,WATERBASE,A,Q,NOT_FOUND_ERROR
1972,INE658T01017,WEALTH,EQ,,,,,NOT_FOUND_ERROR
1973,INE855C01015,WEBELSOLAR,EQ,517498,WEBELSOLAR,B,Q,NOT_FOUND_ERROR
1974,INE080A01014,WEIZMANIND,EQ,523011,WEIZMANN LTD,B,Q,NOT_FOUND_ERROR
1975,INE191B01025,WELCORP,EQ,532144,WELCORP,A,Q,NOT_FOUND_ERROR
1976,INE625G01013,WELENT,EQ,532553,WELENT,A,Q,NOT_FOUND_ERROR
1977,INE389K01018,WELINV,EQ,533252,WELSPUN INV,B,Q,WELINV.NS
1978,INE192B01031,WELSPUNIND,EQ,514162,WELSPUN (I),A,Q,WELSPUNIND.NS
1979,INE274C01019,WENDT,EQ,505412,WENDT(INDIA),B,Q,WENDT.NS
1980,INE274F01020,WESTLIFE,EQ,505533,WESTLIFE DEV,A,Q,WESTLIFE.NS
1981,INE082W01014,WEWIN,SM,,,,,NOT_FOUND_ERROR
1982,INE715A01015,WHEELS,EQ,590073,WHEELS INDIA,B,Q,NOT_FOUND_ERROR
1983,INE716A01013,WHIRLPOOL,EQ,500238,WHIRLPOOL,A,Q,WHIRLPOOL.NS
1984,INE210A01017,WILLAMAGOR,EQ,519224,WILLIAM.MAGO,B,Q,NOT_FOUND_ERROR
1985,INE052A01021,WINDMACHIN,EQ,522029,WINDSOR MACH,B,Q,WINDMACHIN.NS
1986,INE215F01023,WIPL,BE,,,,,NOT_FOUND_ERROR
1987,INE075A01022,WIPRO,EQ,507685,WIPRO LTD.,A,Q,NOT_FOUND_ERROR
1988,INE049B01025,WOCKPHARMA,EQ,532300,WOCKHARDT,A,Q,NOT_FOUND_ERROR
1989,INE066O01014,WONDERLA,EQ,538268,WONDERLA,A,Q,WONDERLA.NS
1990,INE196Y01018,WORTH,EQ,,,,,NOT_FOUND_ERROR
1991,INE100D01014,WSI,EQ,504220,W.S.INDUSTR.,B,Q,NOT_FOUND_ERROR
1992,INE976A01021,WSTCSTPAPR,EQ,500444,WEST COAS PA,A,Q,WSTCSTPAPR.NS
1993,INE692G01013,XCHANGING,EQ,532616,XCHANGING,B,Q,XCHANGING.NS
1994,INE01P501012,XELPMOC,EQ,542367,XELPMOC,B,Q,XELPMOC.NS
1995,INE445C01015,XPROINDIA,EQ,590013,XPRO INDI(PS,B,Q,NOT_FOUND_ERROR
1996,INE126M01010,YAARII,EQ,533520,YAARII,A,Q,NOT_FOUND_ERROR
1997,INE528G01035,YESBANK,EQ,532648,YES BANK,A,Q,NOT_FOUND_ERROR
1998,INE256A01028,ZEEL,EQ,505537,ZEE ENTER,A,Q,NOT_FOUND_ERROR
1999,INE256A04022,ZEEL,P2,717503,ZEE NCPS,F,P,NOT_FOUND_ERROR
2000,INE565L01011,ZEELEARN,EQ,533287,ZEE LEARN,B,Q,ZEELEARN.NS
2001,INE966H01019,ZEEMEDIA,EQ,532794,ZEEMEDIA,B,Q,NOT_FOUND_ERROR
2002,INE058B01018,ZENITHEXPO,EQ,,,,,NOT_FOUND_ERROR
2003,INE318D01020,ZENITHSTL,BE,531845,ZENITHSTL,T,Q,NOT_FOUND_ERROR
2004,INE520A01027,ZENSARTECH,EQ,504067,ZENSAR TECH.,A,Q,ZENSARTECH.NS
2005,INE251B01027,ZENTEC,EQ,533339,ZEN TECH,B,Q,ZENTEC.NS
2006,INE206B01013,ZODIACLOTH,EQ,521163,ZODIAC CLOTH,B,Q,NOT_FOUND_ERROR
2007,INE077B01018,ZODJRDMKJ,EQ,512587,ZODIAC JRD,B,Q,NOT_FOUND_ERROR
2008,INE358U01012,ZOTA,EQ,,,,,NOT_FOUND_ERROR
2009,INE840M01016,ZUARI,EQ,534742,ZUARI AGRO,B,Q,ZUARI.NS
2010,INE217A01012,ZUARIGLOB,BE,500780,ZUARIGLOB,T,Q,NOT_FOUND_ERROR
2011,INE768C01010,ZYDUSWELL,EQ,531335,ZYDUS WELL,A,Q,NOT_FOUND_ERROR
2012,INE432A01017,,,500009,A.SARABHAI,X,Q,NOT_FOUND_ERROR
2013,INE714B01016,,,500012,ANDHRA PETRO,X,Q,NOT_FOUND_ERROR
2014,INE096A01010,,,500014,UTIQUE,X,Q,NOT_FOUND_ERROR
2015,INE447A01015,,,500028,ATV PROJECTS,XT,Q,NOT_FOUND_ERROR
2016,INE819C01011,,,500058,BIHAR SPONGE,XT,Q,NOT_FOUND_ERROR
2017,INE131C01011,,,500068,DISA INDIA,X,Q,NOT_FOUND_ERROR
2018,INE418C01012,,,500069,BNK CAPITAL,X,Q,NOT_FOUND_ERROR
2019,INE591D01014,,,500120,DIAMINES&CHM,X,Q,NOT_FOUND_ERROR
2020,INE280B01018,,,500123,ELANTAS,A,Q,NOT_FOUND_ERROR
2021,INE515A01019,,,500147,COCKERILL,X,Q,NOT_FOUND_ERROR
2022,INE388A01029,,,500153,GANESH BENZO,X,Q,NOT_FOUND_ERROR
2023,INE085D01033,,,500159,METROGLOBL,X,Q,NOT_FOUND_ERROR
2024,INE300A01016,,,500166,GOODRICKE,X,Q,NOT_FOUND_ERROR
2025,INE537A01013,,,500170,GTN INDUS,X,Q,NOT_FOUND_ERROR
2026,INE962B01011,,,500192,PRAG BOSIMI,XT,Q,NOT_FOUND_ERROR
2027,INE680B01019,,,500206,MARGO FIN,X,Q,NOT_FOUND_ERROR
2028,INE901A01011,,,500211,INSILCO LTD.,X,Q,NOT_FOUND_ERROR
2029,INE262B01016,,,500213,INTER.TRAVEL,X,Q,NOT_FOUND_ERROR
2030,INE570A01014,,,500214,ION EXCHANGE,A,Q,NOT_FOUND_ERROR
2031,INE711C01010,,,500220,JASCH INDUST,X,Q,NOT_FOUND_ERROR
2032,INE945A01026,,,500223,JCT LTD,X,Q,NOT_FOUND_ERROR
2033,INE104A01012,,,500239,KG DENIM,X,Q,NOT_FOUND_ERROR
2034,INE266B01017,,,500240,KINETIC ENG.,XT,Q,NOT_FOUND_ERROR
2035,INE601C01013,,,500246,ENVAIN ELECT,XT,Q,NOT_FOUND_ERROR
2036,INE270B01027,,,500264,MAFATLAL IND,X,Q,NOT_FOUND_ERROR
2037,INE201B01022,,,500267,MAJESTIC AUT,X,Q,NOT_FOUND_ERROR
2038,INE401C01018,,,500277,MID INDIA IN,XT,Q,NOT_FOUND_ERROR
2039,INE846D01012,,,500284,LORDS CHLORO,X,Q,NOT_FOUND_ERROR
2040,INE585A01020,,,500298,NAT.PEROXIDE,A,Q,NOT_FOUND_ERROR
2041,INE903A01025,,,500306,JAYKAY,XT,Q,NOT_FOUND_ERROR
2042,INE910A01012,,,500307,NIRLON,A,Q,NOT_FOUND_ERROR
2043,INE557C01017,,,500319,INDIAN SUCRO,X,Q,NOT_FOUND_ERROR
2044,INE751B01018,,,500333,PIX TRANS,X,Q,NOT_FOUND_ERROR
2045,INE609A01010,,,500346,PUN.COMMUNI.,B,Q,NOT_FOUND_ERROR
2046,INE425E01013,,,500357,RAMA PAPER,XT,Q,NOT_FOUND_ERROR
2047,INE783A01013,,,500358,RAMA PETRO,XT,Q,NOT_FOUND_ERROR
2048,INE350D01015,,,500360,RAPICUT CARB,X,Q,NOT_FOUND_ERROR
2049,INE731F01037,,,500365,WELSPLSOL,X,Q,NOT_FOUND_ERROR
2050,INE642C01025,,,500367,RUBFILA INT.,X,Q,NOT_FOUND_ERROR
2051,INE924A01013,,,500370,SALORA INT.,XT,Q,NOT_FOUND_ERROR
2052,INE970C01012,,,500388,SHREE KRISHN,XT,Q,NOT_FOUND_ERROR
2053,INE064A01026,,,500414,TIMEX GROUP,X,Q,NOT_FOUND_ERROR
2054,INE019B01010,,,500422,TRANSCHEM,X,Q,NOT_FOUND_ERROR
2055,INE184E01024,,,500426,UTLINDS,XT,Q,NOT_FOUND_ERROR
2056,INE048A01011,,,500449,HIND.ORG.CHM,T,Q,NOT_FOUND_ERROR
2057,INE844C01027,,,500450,MPIL CORP L,X,Q,NOT_FOUND_ERROR
2058,INE818B01023,,,500456,PAS.ACRYLON,X,Q,NOT_FOUND_ERROR
2059,INE601A01017,,,500458,KORE,XT,Q,NOT_FOUND_ERROR
2060,INE291A01017,,,500655,GARWARE POLY,X,Q,NOT_FOUND_ERROR
2061,INE422D01012,,,501148,DALAL ST INV,XT,Q,NOT_FOUND_ERROR
2062,INE620D01011,,,501298,INDUS.&PRUD.,X,Q,NOT_FOUND_ERROR
2063,INE286N01010,,,501314,PRISMX,X,Q,NOT_FOUND_ERROR
2064,INE695D01021,,,501370,WALCHAND PF,X,Q,NOT_FOUND_ERROR
2065,INE855A01019,,,501391,W.H.BRADY,X,Q,NOT_FOUND_ERROR
2066,INE314H01012,,,501421,TECHNVISN,XT,Q,NOT_FOUND_ERROR
2067,INE151G01010,,,501423,SHA ENG PLA,X,Q,NOT_FOUND_ERROR
2068,INE691K01017,,,501430,BOM.CYCLE,X,Q,NOT_FOUND_ERROR
2069,INE131H01028,,,501700,INDIA NIVEH,X,Q,NOT_FOUND_ERROR
2070,INE377E01016,,,501831,COAST CORP,X,Q,NOT_FOUND_ERROR
2071,INE490A01015,,,501833,CHOWGULE ST,XT,Q,NOT_FOUND_ERROR
2072,INE446C01013,,,501848,GLOBAL OFFS,X,Q,NOT_FOUND_ERROR
2073,INE443A01030,,,502015,ASIIL,X,Q,NOT_FOUND_ERROR
2074,INE626A01014,,,502175,SAURAS.CEM.,X,Q,NOT_FOUND_ERROR
2075,INE858D01017,,,502271,RAASI REFRAC,X,Q,NOT_FOUND_ERROR
2076,INE094C01011,,,502281,TRIVENI GLAS,X,Q,NOT_FOUND_ERROR
2077,INE906D01014,,,502445,CITADEL,X,Q,NOT_FOUND_ERROR
2078,INE777A01023,,,502587,NATHIND,X,Q,NOT_FOUND_ERROR
2079,INE464D01014,,,502589,VAPI PAPER,XT,Q,NOT_FOUND_ERROR
2080,INE518A01013,,,502865,FORBES & CO,B,Q,NOT_FOUND_ERROR
2081,INE950C01014,,,502873,H.P.COTTON,X,Q,NOT_FOUND_ERROR
2082,INE706D01018,,,502893,UNITEDINT,X,Q,NOT_FOUND_ERROR
2083,INE462D01026,,,502901,JAMSHRI,X,Q,NOT_FOUND_ERROR
2084,INE938C01019,,,502958,LAKSHMI MILL,XT,Q,NOT_FOUND_ERROR
2085,INE251D01023,,,503015,MODERN INDIA,XT,Q,NOT_FOUND_ERROR
2086,INE491N01016,,,503127,RAJA BAHADUR,XT,Q,NOT_FOUND_ERROR
2087,INE750D01016,,,503162,REL.CHEMOTX,X,Q,NOT_FOUND_ERROR
2088,INE167H01014,,,503229,SIMPLEX REAL,X,Q,NOT_FOUND_ERROR
2089,INE203D01016,,,503349,VICTORIA MIL,X,Q,NOT_FOUND_ERROR
2090,INE406N01014,,,503624,SVARAJ TRAD,XT,Q,NOT_FOUND_ERROR
2091,INE945J01027,,,503641,ZODIAC VEN,XT,Q,NOT_FOUND_ERROR
2092,INE255E01030,,,503657,VEER ENERGY,X,Q,NOT_FOUND_ERROR
2093,INE026L01022,,,503663,TILAK,XT,Q,NOT_FOUND_ERROR
2094,INE204C01024,,,503804,SHRI DINESH,X,Q,NOT_FOUND_ERROR
2095,INE243N01029,,,503816,SWAD.POLYTEX,XT,Q,NOT_FOUND_ERROR
2096,INE579B01039,,,504000,ELPRO INTER,X,Q,NOT_FOUND_ERROR
2097,INE064H01021,,,504028,GEE LTD,X,Q,NOT_FOUND_ERROR
2098,INE511D01012,,,504076,JYOTI LTD.,X,Q,NOT_FOUND_ERROR
2099,INE581L01018,,,504080,JSL LTD.,XT,Q,NOT_FOUND_ERROR
2100,INE813G01015,,,504084,KAYCEE IND,X,Q,NOT_FOUND_ERROR
2101,INE716F01012,,,504092,INDOKEM LTD.,X,Q,NOT_FOUND_ERROR
2102,INE795A01017,,,504093,PANA ENERG,X,Q,NOT_FOUND_ERROR
2103,INE418E01018,,,504132,PERM MAGNETS,X,Q,NOT_FOUND_ERROR
2104,INE783E01015,,,504176,HIGH ENERGY,X,Q,NOT_FOUND_ERROR
2105,INE502C01039,,,504180,STD.BATTERY,XT,Q,NOT_FOUND_ERROR
2106,INE872E01016,,,504240,DELTON CABLE,X,Q,NOT_FOUND_ERROR
2107,INE284C01018,,,504258,LAKSHMI ELEC,X,Q,NOT_FOUND_ERROR
2108,INE064R01012,,,504273,MODULEX,X,Q,NOT_FOUND_ERROR
2109,INE040N01029,,,504335,PAZEL,XT,Q,NOT_FOUND_ERROR
2110,INE206N01018,,,504341,RELTD,X,Q,NOT_FOUND_ERROR
2111,INE812K01027,,,504378,NYSSACORP,XT,Q,NOT_FOUND_ERROR
2112,INE361D01012,,,504605,UNI ABEX,X,Q,NOT_FOUND_ERROR
2113,INE106G01014,,,504646,BHAGWATI AUT,X,Q,NOT_FOUND_ERROR
2114,INE621D01019,,,504673,UNIV.PRIME,XT,Q,NOT_FOUND_ERROR
2115,INE566M01017,,,504731,I BRIGHT ST,XT,Q,NOT_FOUND_ERROR
2116,INE359D01016,,,504746,IND.LINKCHAI,P,Q,NOT_FOUND_ERROR
2117,INE155E01016,,,504786,INVEST &PREC,X,Q,NOT_FOUND_ERROR
2118,INE123E01014,,,504810,INFORMEDTEC,X,Q,NOT_FOUND_ERROR
2119,INE166R01015,,,504882,NATIONAL STD,XT,Q,NOT_FOUND_ERROR
2120,INE340F01011,,,504908,DUNCANENG,X,Q,NOT_FOUND_ERROR
2121,INE149K01016,,,504918,SANDUR MANG.,X,Q,NOT_FOUND_ERROR
2122,INE755D01015,,,504959,STOVAC IND.,X,Q,NOT_FOUND_ERROR
2123,INE895C01011,,,504961,TATA YODOGAW,XT,Q,NOT_FOUND_ERROR
2124,INE380G01015,,,504988,WELCAST,X,Q,NOT_FOUND_ERROR
2125,INE451C01013,,,505036,AUTO COR.GOA,X,Q,NOT_FOUND_ERROR
2126,INE959E01011,,,505141,SCOOTERS IND,T,Q,NOT_FOUND_ERROR
2127,INE116C01012,,,505163,ZF STEERING,X,Q,NOT_FOUND_ERROR
2128,INE782D01027,,,505216,ALFRED HERB,X,Q,NOT_FOUND_ERROR
2129,INE232E01013,,,505232,VELJAN,X,Q,NOT_FOUND_ERROR
2130,INE631D01026,,,505250,G.G.DANDEKAR,X,Q,NOT_FOUND_ERROR
2131,INE811A01020,,,505283,KIRLOSAR PN,X,Q,NOT_FOUND_ERROR
2132,INE731D01024,,,505299,KPT,X,Q,NOT_FOUND_ERROR
2133,INE718M01014,,,505302,LAXMI AUTOLM,X,Q,NOT_FOUND_ERROR
2134,INE984B01023,,,505358,INTEGRA ENG,X,Q,NOT_FOUND_ERROR
2135,INE272E01027,,,505523,MAHA CORP,X,Q,NOT_FOUND_ERROR
2136,INE505D01014,,,505576,GOLDCORP,X,Q,NOT_FOUND_ERROR
2137,INE308E01029,,,505590,SVPGLOB,XT,Q,NOT_FOUND_ERROR
2138,INE178E01026,,,505650,SKYL MILLAR,X,Q,NOT_FOUND_ERROR
2139,INE469A01019,,,505681,BIMETAL BEAR,X,Q,NOT_FOUND_ERROR
2140,INE856A01017,,,505690,BRADY MORRIS,X,Q,NOT_FOUND_ERROR
2141,INE501N01012,,,505693,LATIMMETAL,X,Q,NOT_FOUND_ERROR
2142,INE266D01021,,,505710,GRAUER& WEIL,X,Q,NOT_FOUND_ERROR
2143,INE282D01010,,,505711,GAJRA BEVEL,XT,Q,NOT_FOUND_ERROR
2144,INE705G01021,,,505712,HIMTEK,X,Q,NOT_FOUND_ERROR
2145,INE598D01019,,,505725,HIND.EVEREST,XT,Q,NOT_FOUND_ERROR
2146,INE638A01035,,,505729,SINGER INDIA,X,Q,NOT_FOUND_ERROR
2147,INE403C01014,,,505737,INTER.COMBUS,X,Q,NOT_FOUND_ERROR
2148,INE636D01017,,,505750,JOSTS ENG.,X,Q,NOT_FOUND_ERROR
2149,INE568F01017,,,505827,SNL BEARINGS,X,Q,NOT_FOUND_ERROR
2150,INE058D01030,,,505840,JAIPAN INDUS,XT,Q,NOT_FOUND_ERROR
